planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,referenced_planet,harmonic_ratio,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars
2MASS J19131869+4722537 g,Aschwaden Prediction,8.238373325,0.0810486929700885,2MASS J19131869+4722537,9.885491525,5546.0,302.4853135,,K00732.02,5 banding 2,Not in HZ,4.120556231977984,3.262616689949306,1.8378764596709993,1.7424749606074734
2MASS J19131869+4722537 h,Aschwaden Prediction,9.88604799,0.09152368821428378,2MASS J19131869+4722537,9.885491525,5546.0,302.4853135,,K00732.02,3 banding 1,Not in HZ,4.120556231977984,3.262616689949306,1.8378764596709993,1.7424749606074734
2MASS J19132276+4901189 b,Aschwaden Prediction,11.78870462,0.10016500637919339,2MASS J19132276+4901189,9.885491525,6177.0,302.4853135,,K04716.01,2 banding 1,Not in HZ,4.280949138475752,3.3889514457166707,1.9395707998842808,1.8388932429734264
2MASS J19132276+4901189 c,Aschwaden Prediction,8.841528465,0.08268439098729069,2MASS J19132276+4901189,9.885491525,6177.0,302.4853135,,K04716.01,3 banding 2,Not in HZ,4.280949138475752,3.3889514457166707,1.9395707998842808,1.8388932429734264
2MASS J19132276+4901189 d,Aschwaden Prediction,9.823920516666668,0.08870100196756729,2MASS J19132276+4901189,9.885491525,6177.0,302.4853135,,K04716.01,5 banding 3,Not in HZ,4.280949138475752,3.3889514457166707,1.9395707998842808,1.8388932429734264
2MASS J19132276+4901189 e,Aschwaden Prediction,7.367940387500001,0.0732210638502416,2MASS J19132276+4901189,9.885491525,6177.0,302.4853135,,K04716.01,5 banding 4,Not in HZ,4.280949138475752,3.3889514457166707,1.9395707998842808,1.8388932429734264
2MASS J19132276+4901189 f,Aschwaden Prediction,7.859136413333334,0.07644020627180535,2MASS J19132276+4901189,9.885491525,6177.0,302.4853135,,K04716.01,4 banding 3,Not in HZ,4.280949138475752,3.3889514457166707,1.9395707998842808,1.8388932429734264
2MASS J19132276+4901189 g,Aschwaden Prediction,14.735880775000002,0.1162311937821042,2MASS J19132276+4901189,9.885491525,6177.0,302.4853135,,K04716.01,5 banding 2,Not in HZ,4.280949138475752,3.3889514457166707,1.9395707998842808,1.8388932429734264
2MASS J19132276+4901189 h,Aschwaden Prediction,17.68305693,0.13125328923457513,2MASS J19132276+4901189,9.885491525,6177.0,302.4853135,,K04716.01,3 banding 1,Not in HZ,4.280949138475752,3.3889514457166707,1.9395707998842808,1.8388932429734264
2MASS J19140696+4216345 b,Aschwaden Prediction,8.16388196,0.08095745365037817,2MASS J19140696+4216345,9.885491525,6532.0,302.4853135,,K04871.01,2 banding 1,Not in HZ,4.372810568693791,3.461319002932253,1.9930418481420349,1.8895977843202
2MASS J19140696+4216345 c,Aschwaden Prediction,6.12291147,0.06682890555232686,2MASS J19140696+4216345,9.885491525,6532.0,302.4853135,,K04871.01,3 banding 2,Not in HZ,4.372810568693791,3.461319002932253,1.9930418481420349,1.8895977843202
2MASS J19140696+4216345 d,Aschwaden Prediction,6.803234966666666,0.07169177655064868,2MASS J19140696+4216345,9.885491525,6532.0,302.4853135,,K04871.01,5 banding 3,Not in HZ,4.372810568693791,3.461319002932253,1.9930418481420349,1.8895977843202
2MASS J19140696+4216345 e,Aschwaden Prediction,5.102426224999999,0.05918025762856293,2MASS J19140696+4216345,9.885491525,6532.0,302.4853135,,K04871.01,5 banding 4,Not in HZ,4.372810568693791,3.461319002932253,1.9930418481420349,1.8895977843202
2MASS J19140696+4216345 f,Aschwaden Prediction,5.442587973333333,0.06178210015629274,2MASS J19140696+4216345,9.885491525,6532.0,302.4853135,,K04871.01,4 banding 3,Not in HZ,4.372810568693791,3.461319002932253,1.9930418481420349,1.8895977843202
2MASS J19140696+4216345 g,Aschwaden Prediction,10.204852449999999,0.09394280321532984,2MASS J19140696+4216345,9.885491525,6532.0,302.4853135,,K04871.01,5 banding 2,Not in HZ,4.372810568693791,3.461319002932253,1.9930418481420349,1.8895977843202
2MASS J19140696+4216345 h,Aschwaden Prediction,12.24582294,0.1060842749756471,2MASS J19140696+4216345,9.885491525,6532.0,302.4853135,,K04871.01,3 banding 1,Not in HZ,4.372810568693791,3.461319002932253,1.9930418481420349,1.8895977843202
2MASS J19151953+4733071 b,Aschwaden Prediction,5.81026182,0.0557177769240838,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.03,2 banding 1,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 c,Aschwaden Prediction,4.357696365,0.04599401146836613,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.03,3 banding 2,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 d,Aschwaden Prediction,4.8418848500000005,0.04934081092015233,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.03,5 banding 3,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 e,Aschwaden Prediction,3.6314136375,0.040729942014952135,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.03,5 banding 4,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 f,Aschwaden Prediction,3.87350788,0.04252062187227206,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.03,4 banding 3,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 g,Aschwaden Prediction,7.262827275,0.06465475280113878,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.03,5 banding 2,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 h,Aschwaden Prediction,8.71539273,0.07301094218912184,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.03,3 banding 1,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 i,Aschwaden Prediction,8.57769026,0.07222674786455308,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.04,2 banding 1,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 j,Aschwaden Prediction,6.4332676950000005,0.05962186671825239,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.04,3 banding 2,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 k,Aschwaden Prediction,7.148075216666666,0.06396031045204931,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.04,5 banding 3,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 l,Aschwaden Prediction,5.3610564125,0.052798072982345366,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.04,5 banding 4,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 m,Aschwaden Prediction,5.718460173333334,0.05511932464924157,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.04,4 banding 3,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 n,Aschwaden Prediction,10.722112825,0.08381171659406879,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.04,5 banding 2,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19151953+4733071 o,Aschwaden Prediction,12.866535390000001,0.09464381394886164,2MASS J19151953+4733071,9.885491525,5374.0,302.4853135,,K02859.04,3 banding 1,Not in HZ,4.080410214664231,3.2310003364966735,1.8100495762072069,1.7160947721487911
2MASS J19160905+4942453 b,Aschwaden Prediction,153.67989194,0.6203563311091723,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.01,2 banding 1,Conservative HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 c,Aschwaden Prediction,115.259918955,0.5120928684284183,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.01,3 banding 2,Conservative HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 d,Aschwaden Prediction,128.06657661666668,0.5493558093332059,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.01,5 banding 3,Conservative HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 e,Aschwaden Prediction,96.04993246250001,0.45348322904396854,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.01,5 banding 4,Conservative HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 f,Aschwaden Prediction,102.45326129333334,0.47342048511920015,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.01,4 banding 3,Conservative HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 g,Aschwaden Prediction,192.09986492500002,0.7198597548343315,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.01,5 banding 2,Conservative HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 h,Aschwaden Prediction,230.51983791,0.8128967580486841,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.01,3 banding 1,Conservative HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 i,Aschwaden Prediction,157.73368,25.61150500874039,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.02,2 banding 1,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 j,Aschwaden Prediction,118.30026,21.141831568390277,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.02,3 banding 2,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 k,Aschwaden Prediction,131.44473333333335,22.68023772266779,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.02,5 banding 3,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 l,Aschwaden Prediction,98.58355,18.722123736971145,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.02,5 banding 4,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 m,Aschwaden Prediction,105.15578666666666,19.545236371154083,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.02,4 banding 3,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 n,Aschwaden Prediction,197.1671,29.71951891514679,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.02,5 banding 2,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19160905+4942453 o,Aschwaden Prediction,236.60052,33.56056567219722,2MASS J19160905+4942453,9.885491525,5688.237937,302.4853135,,K06242.02,3 banding 1,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114
2MASS J19183957+5001121 b,Aschwaden Prediction,23.2089388,0.1474695577278457,2MASS J19183957+5001121,9.885491525,5881.0,302.4853135,,K03344.01,2 banding 1,Not in HZ,4.203981344861746,3.3283234985684462,1.8923492176458567,1.7941194372685854
2MASS J19183957+5001121 c,Aschwaden Prediction,17.4067041,0.12173343776100323,2MASS J19183957+5001121,9.885491525,5881.0,302.4853135,,K03344.01,3 banding 2,Not in HZ,4.203981344861746,3.3283234985684462,1.8923492176458567,1.7941194372685854
2MASS J19183957+5001121 d,Aschwaden Prediction,19.340782333333333,0.1305914910108875,2MASS J19183957+5001121,9.885491525,5881.0,302.4853135,,K03344.01,5 banding 3,Not in HZ,4.203981344861746,3.3283234985684462,1.8923492176458567,1.7941194372685854
2MASS J19183957+5001121 e,Aschwaden Prediction,14.505586749999999,0.1078009006606568,2MASS J19183957+5001121,9.885491525,5881.0,302.4853135,,K03344.01,5 banding 4,Not in HZ,4.203981344861746,3.3283234985684462,1.8923492176458567,1.7941194372685854
2MASS J19183957+5001121 f,Aschwaden Prediction,15.472625866666666,0.1125403353827372,2MASS J19183957+5001121,9.885491525,5881.0,302.4853135,,K03344.01,4 banding 3,Not in HZ,4.203981344861746,3.3283234985684462,1.8923492176458567,1.7941194372685854
2MASS J19183957+5001121 g,Aschwaden Prediction,29.011173499999998,0.17112326311184595,2MASS J19183957+5001121,9.885491525,5881.0,302.4853135,,K03344.01,5 banding 2,Not in HZ,4.203981344861746,3.3283234985684462,1.8923492176458567,1.7941194372685854
2MASS J19183957+5001121 h,Aschwaden Prediction,34.8134082,0.19323978716152188,2MASS J19183957+5001121,9.885491525,5881.0,302.4853135,,K03344.01,3 banding 1,Not in HZ,4.203981344861746,3.3283234985684462,1.8923492176458567,1.7941194372685854
2MASS J19185753+4438507 b,Aschwaden Prediction,9.560655532,0.09159304069856511,2MASS J19185753+4438507,9.885491525,5753.0,302.4853135,,K00005.01,2 banding 1,Not in HZ,4.171444778868174,3.3026962327645033,1.8715706945315442,1.7744191838265702
2MASS J19185753+4438507 c,Aschwaden Prediction,7.170491649000001,0.07560838922292666,2MASS J19185753+4438507,9.885491525,5753.0,302.4853135,,K00005.01,3 banding 2,Not in HZ,4.171444778868174,3.3026962327645033,1.8715706945315442,1.7744191838265702
2MASS J19185753+4438507 d,Aschwaden Prediction,7.967212943333333,0.08111010797985155,2MASS J19185753+4438507,9.885491525,5753.0,302.4853135,,K00005.01,5 banding 3,Not in HZ,4.171444778868174,3.3026962327645033,1.8715706945315442,1.7744191838265702
2MASS J19185753+4438507 e,Aschwaden Prediction,5.9754097075,0.06695491892486434,2MASS J19185753+4438507,9.885491525,5753.0,302.4853135,,K00005.01,5 banding 4,Not in HZ,4.171444778868174,3.3026962327645033,1.8715706945315442,1.7744191838265702
2MASS J19185753+4438507 f,Aschwaden Prediction,6.373770354666667,0.06989857213760965,2MASS J19185753+4438507,9.885491525,5753.0,302.4853135,,K00005.01,4 banding 3,Not in HZ,4.171444778868174,3.3026962327645033,1.8715706945315442,1.7744191838265702
2MASS J19185753+4438507 g,Aschwaden Prediction,11.950819415,0.10628430873577514,2MASS J19185753+4438507,9.885491525,5753.0,302.4853135,,K00005.01,5 banding 2,Not in HZ,4.171444778868174,3.3026962327645033,1.8715706945315442,1.7744191838265702
2MASS J19185753+4438507 h,Aschwaden Prediction,14.340983298000001,0.12002083659009487,2MASS J19185753+4438507,9.885491525,5753.0,302.4853135,,K00005.01,3 banding 1,Not in HZ,4.171444778868174,3.3026962327645033,1.8715706945315442,1.7744191838265702
2MASS J19192256+4015458 b,Aschwaden Prediction,22.5803118,0.13477034931210014,2MASS J19192256+4015458,9.885491525,5025.0,302.4853135,,K06516.01,2 banding 1,Not in HZ,4.006621952277787,3.172896234825367,1.7549905676557562,1.6639023279866314
2MASS J19192256+4015458 c,Aschwaden Prediction,16.93523385,0.11125047218416766,2MASS J19192256+4015458,9.885491525,5025.0,302.4853135,,K06516.01,3 banding 2,Not in HZ,4.006621952277787,3.172896234825367,1.7549905676557562,1.6639023279866314
2MASS J19192256+4015458 d,Aschwaden Prediction,18.8169265,0.11934572214019752,2MASS J19192256+4015458,9.885491525,5025.0,302.4853135,,K06516.01,5 banding 3,Not in HZ,4.006621952277787,3.172896234825367,1.7549905676557562,1.6639023279866314
2MASS J19192256+4015458 e,Aschwaden Prediction,14.112694875,0.09851772299343124,2MASS J19192256+4015458,9.885491525,5025.0,302.4853135,,K06516.01,5 banding 4,Not in HZ,4.006621952277787,3.172896234825367,1.7549905676557562,1.6639023279866314
2MASS J19192256+4015458 f,Aschwaden Prediction,15.0535412,0.1028490255542991,2MASS J19192256+4015458,9.885491525,5025.0,302.4853135,,K06516.01,4 banding 3,Not in HZ,4.006621952277787,3.172896234825367,1.7549905676557562,1.6639023279866314
2MASS J19192256+4015458 g,Aschwaden Prediction,28.22538975,0.1563871371172844,2MASS J19192256+4015458,9.885491525,5025.0,302.4853135,,K06516.01,5 banding 2,Not in HZ,4.006621952277787,3.172896234825367,1.7549905676557562,1.6639023279866314
2MASS J19192256+4015458 h,Aschwaden Prediction,33.8704677,0.17659911657710667,2MASS J19192256+4015458,9.885491525,5025.0,302.4853135,,K06516.01,3 banding 1,Not in HZ,4.006621952277787,3.172896234825367,1.7549905676557562,1.6639023279866314
2MASS J19210223+4653064 b,Aschwaden Prediction,24.0173772,0.16524844950988954,2MASS J19210223+4653064,9.885491525,5303.0,302.4853135,,K04647.01,2 banding 1,Not in HZ,4.0645112897104765,3.218480047421195,1.7986644085185237,1.7053018942749985
2MASS J19210223+4653064 c,Aschwaden Prediction,18.0130329,0.13640958956857305,2MASS J19210223+4653064,9.885491525,5303.0,302.4853135,,K04647.01,3 banding 2,Not in HZ,4.0645112897104765,3.218480047421195,1.7986644085185237,1.7053018942749985
2MASS J19210223+4653064 d,Aschwaden Prediction,20.014481,0.14633556742985349,2MASS J19210223+4653064,9.885491525,5303.0,302.4853135,,K04647.01,5 banding 3,Not in HZ,4.0645112897104765,3.218480047421195,1.7986644085185237,1.7053018942749985
2MASS J19210223+4653064 e,Aschwaden Prediction,15.010860749999999,0.12079734939477257,2MASS J19210223+4653064,9.885491525,5303.0,302.4853135,,K04647.01,5 banding 4,Not in HZ,4.0645112897104765,3.218480047421195,1.7986644085185237,1.7053018942749985
2MASS J19210223+4653064 f,Aschwaden Prediction,16.011584799999998,0.1261081691425505,2MASS J19210223+4653064,9.885491525,5303.0,302.4853135,,K04647.01,4 banding 3,Not in HZ,4.0645112897104765,3.218480047421195,1.7986644085185237,1.7053018942749985
2MASS J19210223+4653064 g,Aschwaden Prediction,30.021721499999998,0.1917538395042321,2MASS J19210223+4653064,9.885491525,5303.0,302.4853135,,K04647.01,5 banding 2,Not in HZ,4.0645112897104765,3.218480047421195,1.7986644085185237,1.7053018942749985
2MASS J19210223+4653064 h,Aschwaden Prediction,36.0260658,0.21653672597970322,2MASS J19210223+4653064,9.885491525,5303.0,302.4853135,,K04647.01,3 banding 1,Not in HZ,4.0645112897104765,3.218480047421195,1.7986644085185237,1.7053018942749985
2MASS J19210246+3821179 b,Aschwaden Prediction,7.83358726,0.07016312649699441,2MASS J19210246+3821179,9.885491525,4886.0,302.4853135,,K03068.01,2 banding 1,Not in HZ,3.9805421864183184,3.1523624354422117,1.733862041735154,1.6438754438856664
2MASS J19210246+3821179 c,Aschwaden Prediction,5.875190444999999,0.05791838481201662,2MASS J19210246+3821179,9.885491525,4886.0,302.4853135,,K03068.01,3 banding 2,Not in HZ,3.9805421864183184,3.1523624354422117,1.733862041735154,1.6438754438856664
2MASS J19210246+3821179 d,Aschwaden Prediction,6.527989383333334,0.062132873010562195,2MASS J19210246+3821179,9.885491525,4886.0,302.4853135,,K03068.01,5 banding 3,Not in HZ,3.9805421864183184,3.1523624354422117,1.733862041735154,1.6438754438856664
2MASS J19210246+3821179 e,Aschwaden Prediction,4.8959920375,0.05128955661142121,2MASS J19210246+3821179,9.885491525,4886.0,302.4853135,,K03068.01,5 banding 4,Not in HZ,3.9805421864183184,3.1523624354422117,1.733862041735154,1.6438754438856664
2MASS J19210246+3821179 f,Aschwaden Prediction,5.222391506666667,0.05354448680212039,2MASS J19210246+3821179,9.885491525,4886.0,302.4853135,,K03068.01,4 banding 3,Not in HZ,3.9805421864183184,3.1523624354422117,1.733862041735154,1.6438754438856664
2MASS J19210246+3821179 g,Aschwaden Prediction,9.791984075,0.08141709611995254,2MASS J19210246+3821179,9.885491525,4886.0,302.4853135,,K03068.01,5 banding 2,Not in HZ,3.9805421864183184,3.1523624354422117,1.733862041735154,1.6438754438856664
2MASS J19210246+3821179 h,Aschwaden Prediction,11.750380889999999,0.09193970497889414,2MASS J19210246+3821179,9.885491525,4886.0,302.4853135,,K03068.01,3 banding 1,Not in HZ,3.9805421864183184,3.1523624354422117,1.733862041735154,1.6438754438856664
2MASS J19214806+3951432 b,Aschwaden Prediction,180.193458,0.6340079801560988,2MASS J19214806+3951432,9.885491525,6123.0,302.4853135,,K06120.01,2 banding 1,Conservative HZ,4.26682065903375,3.377821899637592,1.9310848922428703,1.8308469200332849
2MASS J19214806+3951432 c,Aschwaden Prediction,135.1450935,0.5233620564235166,2MASS J19214806+3951432,9.885491525,6123.0,302.4853135,,K06120.01,3 banding 2,Conservative HZ,4.26682065903375,3.377821899637592,1.9310848922428703,1.8308469200332849
2MASS J19214806+3951432 d,Aschwaden Prediction,150.161215,0.5614450108691977,2MASS J19214806+3951432,9.885491525,6123.0,302.4853135,,K06120.01,5 banding 3,Conservative HZ,4.26682065903375,3.377821899637592,1.9310848922428703,1.8308469200332849
2MASS J19214806+3951432 e,Aschwaden Prediction,112.62091124999999,0.46346264503623597,2MASS J19214806+3951432,9.885491525,6123.0,302.4853135,,K06120.01,5 banding 4,Conservative HZ,4.26682065903375,3.377821899637592,1.9310848922428703,1.8308469200332849
2MASS J19214806+3951432 f,Aschwaden Prediction,120.12897199999999,0.483838643184771,2MASS J19214806+3951432,9.885491525,6123.0,302.4853135,,K06120.01,4 banding 3,Conservative HZ,4.26682065903375,3.377821899637592,1.9310848922428703,1.8308469200332849
2MASS J19214806+3951432 g,Aschwaden Prediction,225.24182249999998,0.7357010902784851,2MASS J19214806+3951432,9.885491525,6123.0,302.4853135,,K06120.01,5 banding 2,Conservative HZ,4.26682065903375,3.377821899637592,1.9310848922428703,1.8308469200332849
2MASS J19214806+3951432 h,Aschwaden Prediction,270.290187,0.8307854789269304,2MASS J19214806+3951432,9.885491525,6123.0,302.4853135,,K06120.01,3 banding 1,Conservative HZ,4.26682065903375,3.377821899637592,1.9310848922428703,1.8308469200332849
2MASS J19214999+4839409 b,Aschwaden Prediction,19.2368,0.14905695877981393,2MASS J19214999+4839409,9.885491525,6344.0,302.4853135,,K04287.01,2 banding 1,Not in HZ,4.324536640409694,3.423288251519509,1.9652927878971915,1.8632836389695786
2MASS J19214999+4839409 c,Aschwaden Prediction,14.427599999999998,0.12304380845810768,2MASS J19214999+4839409,9.885491525,6344.0,302.4853135,,K04287.01,3 banding 2,Not in HZ,4.324536640409694,3.423288251519509,1.9652927878971915,1.8632836389695786
2MASS J19214999+4839409 d,Aschwaden Prediction,16.030666666666665,0.13199721211972373,2MASS J19214999+4839409,9.885491525,6344.0,302.4853135,,K04287.01,5 banding 3,Not in HZ,4.324536640409694,3.423288251519509,1.9652927878971915,1.8632836389695786
2MASS J19214999+4839409 e,Aschwaden Prediction,12.023,0.10896129786905999,2MASS J19214999+4839409,9.885491525,6344.0,302.4853135,,K04287.01,5 banding 4,Not in HZ,4.324536640409694,3.423288251519509,1.9652927878971915,1.8632836389695786
2MASS J19214999+4839409 f,Aschwaden Prediction,12.824533333333333,0.11375174911129195,2MASS J19214999+4839409,9.885491525,6344.0,302.4853135,,K04287.01,4 banding 3,Not in HZ,4.324536640409694,3.423288251519509,1.9652927878971915,1.8632836389695786
2MASS J19214999+4839409 g,Aschwaden Prediction,24.046,0.17296527886116614,2MASS J19214999+4839409,9.885491525,6344.0,302.4853135,,K04287.01,5 banding 2,Not in HZ,4.324536640409694,3.423288251519509,1.9652927878971915,1.8632836389695786
2MASS J19214999+4839409 h,Aschwaden Prediction,28.855199999999996,0.1953198709845738,2MASS J19214999+4839409,9.885491525,6344.0,302.4853135,,K04287.01,3 banding 1,Not in HZ,4.324536640409694,3.423288251519509,1.9652927878971915,1.8632836389695786
2MASS J19251058+4154462 b,Aschwaden Prediction,8.26068506,0.07619525049447357,2MASS J19251058+4154462,9.885491525,5487.0,302.4853135,,K04504.01,2 banding 1,Not in HZ,4.106541068544162,3.2515790146655306,1.828300601220209,1.733396794747196
2MASS J19251058+4154462 c,Aschwaden Prediction,6.195513795,0.06289779346101351,2MASS J19251058+4154462,9.885491525,5487.0,302.4853135,,K04504.01,3 banding 2,Not in HZ,4.106541068544162,3.2515790146655306,1.828300601220209,1.733396794747196
2MASS J19251058+4154462 d,Aschwaden Prediction,6.883904216666667,0.06747461322413993,2MASS J19251058+4154462,9.885491525,5487.0,302.4853135,,K04504.01,5 banding 3,Not in HZ,4.106541068544162,3.2515790146655306,1.828300601220209,1.733396794747196
2MASS J19251058+4154462 e,Aschwaden Prediction,5.1629281625,0.05569906600335335,2MASS J19251058+4154462,9.885491525,5487.0,302.4853135,,K04504.01,5 banding 4,Not in HZ,4.106541068544162,3.2515790146655306,1.828300601220209,1.733396794747196
2MASS J19251058+4154462 f,Aschwaden Prediction,5.507123373333333,0.05814785897062847,2MASS J19251058+4154462,9.885491525,5487.0,302.4853135,,K04504.01,4 banding 3,Not in HZ,4.106541068544162,3.2515790146655306,1.828300601220209,1.733396794747196
2MASS J19251058+4154462 g,Aschwaden Prediction,10.325856325,0.08841675596736928,2MASS J19251058+4154462,9.885491525,5487.0,302.4853135,,K04504.01,5 banding 2,Not in HZ,4.106541068544162,3.2515790146655306,1.828300601220209,1.733396794747196
2MASS J19251058+4154462 h,Aschwaden Prediction,12.39102759,0.0998440235064914,2MASS J19251058+4154462,9.885491525,5487.0,302.4853135,,K04504.01,3 banding 1,Not in HZ,4.106541068544162,3.2515790146655306,1.828300601220209,1.733396794747196
2MASS J19261212+5049322 b,Aschwaden Prediction,1.824680828,0.029525659566608506,2MASS J19261212+5049322,9.885491525,5893.0,302.4853135,,K02449.01,2 banding 1,Not in HZ,4.2070636471722045,3.3307513216555913,1.8942902295452362,1.7959597596515737
2MASS J19261212+5049322 c,Aschwaden Prediction,1.368510621,0.024372894966142734,2MASS J19261212+5049322,9.885491525,5893.0,302.4853135,,K02449.01,3 banding 2,Not in HZ,4.2070636471722045,3.3307513216555913,1.8942902295452362,1.7959597596515737
2MASS J19261212+5049322 d,Aschwaden Prediction,1.5205673566666666,0.026146412624354222,2MASS J19261212+5049322,9.885491525,5893.0,302.4853135,,K02449.01,5 banding 3,Not in HZ,4.2070636471722045,3.3307513216555913,1.8942902295452362,1.7959597596515737
2MASS J19261212+5049322 e,Aschwaden Prediction,1.1404255175,0.021583388076299424,2MASS J19261212+5049322,9.885491525,5893.0,302.4853135,,K02449.01,5 banding 4,Not in HZ,4.2070636471722045,3.3307513216555913,1.8942902295452362,1.7959597596515737
2MASS J19261212+5049322 f,Aschwaden Prediction,1.2164538853333333,0.022532295351118527,2MASS J19261212+5049322,9.885491525,5893.0,302.4853135,,K02449.01,4 banding 3,Not in HZ,4.2070636471722045,3.3307513216555913,1.8942902295452362,1.7959597596515737
2MASS J19261212+5049322 g,Aschwaden Prediction,2.280851035,0.034261492937355593,2MASS J19261212+5049322,9.885491525,5893.0,302.4853135,,K02449.01,5 banding 2,Not in HZ,4.2070636471722045,3.3307513216555913,1.8942902295452362,1.7959597596515737
2MASS J19261212+5049322 h,Aschwaden Prediction,2.737021242,0.03868955910876541,2MASS J19261212+5049322,9.885491525,5893.0,302.4853135,,K02449.01,3 banding 1,Not in HZ,4.2070636471722045,3.3307513216555913,1.8942902295452362,1.7959597596515737
2MASS J19261367+3913382 b,Aschwaden Prediction,6.152904166,0.06571840355148345,2MASS J19261367+3913382,9.885491525,5977.0,302.4853135,,K01860.03,2 banding 1,Not in HZ,4.228760639809013,3.3478415916316746,1.907828502915865,1.8087959136968006
