planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,referenced_planet,harmonic_ratio,luminosity
Kepler-1073 c,Aschwaden Prediction,3.339670427,0.042641763,Kepler-1073,14.749,5774,809.897,Kepler-1073 b,4 to 3,0.000107746
Kepler-1073 b,Aschwaden Prediction,6.26188205,0.064838954,Kepler-1073,14.749,5774,809.897,Kepler-1073 b,5 to 2,0.000107746
Kepler-1073 c,Aschwaden Prediction,7.51425846,0.073218951,Kepler-1073,14.749,5774,809.897,Kepler-1073 b,3 to 1,0.000107746
Kepler-1073 b,Aschwaden Prediction,8.05164508,201.4201139,Kepler-1073,14.749,5774,809.897,Kepler-1073 c,2 to 1,0.000107746
Kepler-1073 c,Aschwaden Prediction,6.03873381,166.2686406,Kepler-1073,14.749,5774,809.897,Kepler-1073 c,3 to 2,0.000107746
Kepler-1073 b,Aschwaden Prediction,6.709704233,178.3673417,Kepler-1073,14.749,5774,809.897,Kepler-1073 c,5 to 3,0.000107746
Kepler-1073 c,Aschwaden Prediction,5.032278175,147.2389964,Kepler-1073,14.749,5774,809.897,Kepler-1073 c,5 to 4,0.000107746
Kepler-1073 b,Aschwaden Prediction,5.367763387,153.7123154,Kepler-1073,14.749,5774,809.897,Kepler-1073 c,4 to 3,0.000107746
Kepler-1073 c,Aschwaden Prediction,10.06455635,233.7273379,Kepler-1073,14.749,5774,809.897,Kepler-1073 c,5 to 2,0.000107746
Kepler-1073 b,Aschwaden Prediction,12.07746762,263.935015,Kepler-1073,14.749,5774,809.897,Kepler-1073 c,3 to 1,0.000107746
Kepler-108 B d,Aschwaden Prediction,98.367842,0.449075758,Kepler-108 B,12.66,5626,689.95,Kepler-108 Bb,2 to 1,0.000737904
Kepler-108 B b,Aschwaden Prediction,73.7758815,0.37070387,Kepler-108 B,12.66,5626,689.95,Kepler-108 Bb,3 to 2,0.000737904
Kepler-108 B c,Aschwaden Prediction,81.97320167,0.397678502,Kepler-108 B,12.66,5626,689.95,Kepler-108 Bb,5 to 3,0.000737904
Kepler-108 B b,Aschwaden Prediction,61.47990125,0.32827637,Kepler-108 B,12.66,5626,689.95,Kepler-108 Bb,5 to 4,0.000737904
Kepler-108 B c,Aschwaden Prediction,65.57856133,0.342708944,Kepler-108 B,12.66,5626,689.95,Kepler-108 Bb,4 to 3,0.000737904
Kepler-108 B b,Aschwaden Prediction,122.9598025,0.521106255,Kepler-108 B,12.66,5626,689.95,Kepler-108 Bb,5 to 2,0.000737904
Kepler-108 B c,Aschwaden Prediction,147.551763,0.588455714,Kepler-108 B,12.66,5626,689.95,Kepler-108 Bb,3 to 1,0.000737904
Kepler-1085 d,Aschwaden Prediction,113.5542,201.4201139,Kepler-1085,11.2837463,6000,1518,Kepler-1085 b,2 to 1,0.002621208
Kepler-1085 b,Aschwaden Prediction,85.16565,166.2686406,Kepler-1085,11.2837463,6000,1518,Kepler-1085 b,3 to 2,0.002621208
Kepler-1085 c,Aschwaden Prediction,94.6285,178.3673417,Kepler-1085,11.2837463,6000,1518,Kepler-1085 b,5 to 3,0.002621208
Kepler-1085 b,Aschwaden Prediction,70.971375,147.2389964,Kepler-1085,11.2837463,6000,1518,Kepler-1085 b,5 to 4,0.002621208
Kepler-1085 c,Aschwaden Prediction,75.7028,153.7123154,Kepler-1085,11.2837463,6000,1518,Kepler-1085 b,4 to 3,0.002621208
Kepler-1085 b,Aschwaden Prediction,141.94275,233.7273379,Kepler-1085,11.2837463,6000,1518,Kepler-1085 b,5 to 2,0.002621208
Kepler-1085 c,Aschwaden Prediction,170.3313,263.935015,Kepler-1085,11.2837463,6000,1518,Kepler-1085 b,3 to 1,0.002621208
Kepler-1086 B d,Aschwaden Prediction,37.56858464,0.190170646,Kepler-1086 B,16,4484.48,466.084,Kepler-1086 Bb,2 to 1,3.40E-05
Kepler-1086 B b,Aschwaden Prediction,28.17643848,0.15698241,Kepler-1086 B,16,4484.48,466.084,Kepler-1086 Bb,3 to 2,3.40E-05
Kepler-1086 B c,Aschwaden Prediction,31.30715387,0.168405389,Kepler-1086 B,16,4484.48,466.084,Kepler-1086 Bb,5 to 3,3.40E-05
Kepler-1086 B b,Aschwaden Prediction,23.4803654,0.139015586,Kepler-1086 B,16,4484.48,466.084,Kepler-1086 Bb,5 to 4,3.40E-05
Kepler-1086 B c,Aschwaden Prediction,25.04572309,0.145127365,Kepler-1086 B,16,4484.48,466.084,Kepler-1086 Bb,4 to 3,3.40E-05
Kepler-1086 B b,Aschwaden Prediction,46.9607308,0.220673487,Kepler-1086 B,16,4484.48,466.084,Kepler-1086 Bb,5 to 2,3.40E-05
Kepler-1086 B c,Aschwaden Prediction,56.35287696,0.249194042,Kepler-1086 B,16,4484.48,466.084,Kepler-1086 Bb,3 to 1,3.40E-05
Kepler-109 d,Aschwaden Prediction,12.96326,201.4201139,Kepler-109,12.365,5952,481.4,Kepler-109 b,2 to 1,0.000968278
Kepler-109 b,Aschwaden Prediction,9.722445,166.2686406,Kepler-109,12.365,5952,481.4,Kepler-109 b,3 to 2,0.000968278
Kepler-109 c,Aschwaden Prediction,10.80271667,178.3673417,Kepler-109,12.365,5952,481.4,Kepler-109 b,5 to 3,0.000968278
Kepler-109 b,Aschwaden Prediction,8.1020375,147.2389964,Kepler-109,12.365,5952,481.4,Kepler-109 b,5 to 4,0.000968278
Kepler-109 c,Aschwaden Prediction,8.642173333,153.7123154,Kepler-109,12.365,5952,481.4,Kepler-109 b,4 to 3,0.000968278
Kepler-109 b,Aschwaden Prediction,16.204075,233.7273379,Kepler-109,12.365,5952,481.4,Kepler-109 b,5 to 2,0.000968278
Kepler-109 c,Aschwaden Prediction,19.44489,263.935015,Kepler-109,12.365,5952,481.4,Kepler-109 b,3 to 1,0.000968278
Kepler-1093 d,Aschwaden Prediction,50.1649252,201.4201139,Kepler-1093,11.2837463,6166,848,Kepler-1093 b,2 to 1,0.002621208
Kepler-1093 b,Aschwaden Prediction,37.6236939,166.2686406,Kepler-1093,11.2837463,6166,848,Kepler-1093 b,3 to 2,0.002621208
Kepler-1093 c,Aschwaden Prediction,41.80410433,178.3673417,Kepler-1093,11.2837463,6166,848,Kepler-1093 b,5 to 3,0.002621208
Kepler-1093 b,Aschwaden Prediction,31.35307825,147.2389964,Kepler-1093,11.2837463,6166,848,Kepler-1093 b,5 to 4,0.002621208
Kepler-1093 c,Aschwaden Prediction,33.44328347,153.7123154,Kepler-1093,11.2837463,6166,848,Kepler-1093 b,4 to 3,0.002621208
Kepler-1093 b,Aschwaden Prediction,62.7061565,233.7273379,Kepler-1093,11.2837463,6166,848,Kepler-1093 b,5 to 2,0.002621208
Kepler-1093 c,Aschwaden Prediction,75.2473878,263.935015,Kepler-1093,11.2837463,6166,848,Kepler-1093 b,3 to 1,0.002621208
Kepler-11 h,Aschwaden Prediction,20.6078,0.144453496,Kepler-11,13.7,5663,658.59,Kepler-11 b,2 to 1,0.000283139
Kepler-11 b,Aschwaden Prediction,15.45585,0.119243733,Kepler-11,13.7,5663,658.59,Kepler-11 b,3 to 2,0.000283139
Kepler-11 c,Aschwaden Prediction,17.17316667,0.127920621,Kepler-11,13.7,5663,658.59,Kepler-11 b,5 to 3,0.000283139
Kepler-11 b,Aschwaden Prediction,12.879875,0.105596146,Kepler-11,13.7,5663,658.59,Kepler-11 b,5 to 4,0.000283139
Kepler-11 c,Aschwaden Prediction,13.73853333,0.110238649,Kepler-11,13.7,5663,658.59,Kepler-11 b,4 to 3,0.000283139
Kepler-11 b,Aschwaden Prediction,25.75975,0.167623433,Kepler-11,13.7,5663,658.59,Kepler-11 b,5 to 2,0.000283139
Kepler-11 c,Aschwaden Prediction,30.9117,0.189287628,Kepler-11,13.7,5663,658.59,Kepler-11 b,3 to 1,0.000283139
Kepler-11 b,Aschwaden Prediction,26.0482,0.169851913,Kepler-11,13.7,5663,658.59,Kepler-11 c,2 to 1,0.000283139
Kepler-11 c,Aschwaden Prediction,19.53615,0.140209665,Kepler-11,13.7,5663,658.59,Kepler-11 c,3 to 2,0.000283139
Kepler-11 b,Aschwaden Prediction,21.70683333,0.150412159,Kepler-11,13.7,5663,658.59,Kepler-11 c,5 to 3,0.000283139
Kepler-11 c,Aschwaden Prediction,16.280125,0.124162501,Kepler-11,13.7,5663,658.59,Kepler-11 c,5 to 4,0.000283139
Kepler-11 b,Aschwaden Prediction,17.36546667,0.129621269,Kepler-11,13.7,5663,658.59,Kepler-11 c,4 to 3,0.000283139
Kepler-11 c,Aschwaden Prediction,32.56025,0.197095685,Kepler-11,13.7,5663,658.59,Kepler-11 c,5 to 2,0.000283139
Kepler-11 b,Aschwaden Prediction,39.0723,0.222568969,Kepler-11,13.7,5663,658.59,Kepler-11 c,3 to 1,0.000283139
Kepler-11 c,Aschwaden Prediction,45.369,0.246047163,Kepler-11,13.7,5663,658.59,Kepler-11 d,2 to 1,0.000283139
Kepler-11 b,Aschwaden Prediction,34.02675,0.203107458,Kepler-11,13.7,5663,658.59,Kepler-11 d,3 to 2,0.000283139
Kepler-11 c,Aschwaden Prediction,37.8075,0.217886772,Kepler-11,13.7,5663,658.59,Kepler-11 d,5 to 3,0.000283139
Kepler-11 b,Aschwaden Prediction,28.355625,0.179861567,Kepler-11,13.7,5663,658.59,Kepler-11 d,5 to 4,0.000283139
Kepler-11 c,Aschwaden Prediction,30.246,0.187769128,Kepler-11,13.7,5663,658.59,Kepler-11 d,4 to 3,0.000283139
Kepler-11 b,Aschwaden Prediction,56.71125,0.285512441,Kepler-11,13.7,5663,658.59,Kepler-11 d,5 to 2,0.000283139
Kepler-11 c,Aschwaden Prediction,68.0535,0.322412993,Kepler-11,13.7,5663,658.59,Kepler-11 d,3 to 1,0.000283139
Kepler-11 b,Aschwaden Prediction,63.9992,0.309543205,Kepler-11,13.7,5663,658.59,Kepler-11 e,2 to 1,0.000283139
Kepler-11 c,Aschwaden Prediction,47.9994,0.255522286,Kepler-11,13.7,5663,658.59,Kepler-11 e,3 to 2,0.000283139
Kepler-11 b,Aschwaden Prediction,53.33266667,0.274115616,Kepler-11,13.7,5663,658.59,Kepler-11 e,5 to 3,0.000283139
Kepler-11 c,Aschwaden Prediction,39.9995,0.226277456,Kepler-11,13.7,5663,658.59,Kepler-11 e,5 to 4,0.000283139
Kepler-11 b,Aschwaden Prediction,42.66613333,0.236225677,Kepler-11,13.7,5663,658.59,Kepler-11 e,4 to 3,0.000283139
Kepler-11 c,Aschwaden Prediction,79.999,0.359193071,Kepler-11,13.7,5663,658.59,Kepler-11 e,5 to 2,0.000283139
Kepler-11 b,Aschwaden Prediction,95.9988,0.405616345,Kepler-11,13.7,5663,658.59,Kepler-11 e,3 to 1,0.000283139
Kepler-11 c,Aschwaden Prediction,93.3776,0.396850263,Kepler-11,13.7,5663,658.59,Kepler-11 f,2 to 1,0.000283139
Kepler-11 b,Aschwaden Prediction,70.0332,0.327592674,Kepler-11,13.7,5663,658.59,Kepler-11 f,3 to 2,0.000283139
Kepler-11 c,Aschwaden Prediction,77.81466667,0.351430277,Kepler-11,13.7,5663,658.59,Kepler-11 f,5 to 3,0.000283139
Kepler-11 b,Aschwaden Prediction,58.361,0.290099302,Kepler-11,13.7,5663,658.59,Kepler-11 f,5 to 4,0.000283139
Kepler-11 c,Aschwaden Prediction,62.25173333,0.302853432,Kepler-11,13.7,5663,658.59,Kepler-11 f,4 to 3,0.000283139
Kepler-11 b,Aschwaden Prediction,116.722,0.460503937,Kepler-11,13.7,5663,658.59,Kepler-11 f,5 to 2,0.000283139
Kepler-11 c,Aschwaden Prediction,140.0664,0.520020956,Kepler-11,13.7,5663,658.59,Kepler-11 f,3 to 1,0.000283139
Kepler-110 d,Aschwaden Prediction,25.382224,0.169851913,Kepler-110,11.2837463,5960,596.52,Kepler-110 b,2 to 1,0.002621208
Kepler-110 b,Aschwaden Prediction,19.036668,0.140209665,Kepler-110,11.2837463,5960,596.52,Kepler-110 b,3 to 2,0.002621208
Kepler-110 c,Aschwaden Prediction,21.15185333,0.150412159,Kepler-110,11.2837463,5960,596.52,Kepler-110 b,5 to 3,0.002621208
Kepler-110 b,Aschwaden Prediction,15.86389,0.124162501,Kepler-110,11.2837463,5960,596.52,Kepler-110 b,5 to 4,0.002621208
Kepler-110 c,Aschwaden Prediction,16.92148267,0.129621269,Kepler-110,11.2837463,5960,596.52,Kepler-110 b,4 to 3,0.002621208
Kepler-110 b,Aschwaden Prediction,31.72778,0.197095685,Kepler-110,11.2837463,5960,596.52,Kepler-110 b,5 to 2,0.002621208
Kepler-110 c,Aschwaden Prediction,38.073336,0.222568969,Kepler-110,11.2837463,5960,596.52,Kepler-110 b,3 to 1,0.002621208
Kepler-112 d,Aschwaden Prediction,16.817756,0.12064248,Kepler-112,11.2837463,5544,520.9,Kepler-112 b,2 to 1,0.002621208
Kepler-112 b,Aschwaden Prediction,12.613317,0.099588173,Kepler-112,11.2837463,5544,520.9,Kepler-112 b,3 to 2,0.002621208
Kepler-112 c,Aschwaden Prediction,14.01479667,0.106834804,Kepler-112,11.2837463,5544,520.9,Kepler-112 b,5 to 3,0.002621208
Kepler-112 b,Aschwaden Prediction,10.5110975,0.088190188,Kepler-112,11.2837463,5544,520.9,Kepler-112 b,5 to 4,0.002621208
Kepler-112 c,Aschwaden Prediction,11.21183733,0.092067443,Kepler-112,11.2837463,5544,520.9,Kepler-112 b,4 to 3,0.002621208
Kepler-112 b,Aschwaden Prediction,21.022195,0.139993197,Kepler-112,11.2837463,5544,520.9,Kepler-112 b,5 to 2,0.002621208
Kepler-112 c,Aschwaden Prediction,25.226634,0.158086371,Kepler-112,11.2837463,5544,520.9,Kepler-112 b,3 to 1,0.002621208
Kepler-1129 d,Aschwaden Prediction,48.6795608,201.4201139,Kepler-1129,11.2837463,5831,1258,Kepler-1129 b,2 to 1,0.002621208
Kepler-1129 b,Aschwaden Prediction,36.5096706,166.2686406,Kepler-1129,11.2837463,5831,1258,Kepler-1129 b,3 to 2,0.002621208
Kepler-1129 c,Aschwaden Prediction,40.56630067,178.3673417,Kepler-1129,11.2837463,5831,1258,Kepler-1129 b,5 to 3,0.002621208
Kepler-1129 b,Aschwaden Prediction,30.4247255,147.2389964,Kepler-1129,11.2837463,5831,1258,Kepler-1129 b,5 to 4,0.002621208
Kepler-1129 c,Aschwaden Prediction,32.45304053,153.7123154,Kepler-1129,11.2837463,5831,1258,Kepler-1129 b,4 to 3,0.002621208
Kepler-1129 b,Aschwaden Prediction,60.849451,233.7273379,Kepler-1129,11.2837463,5831,1258,Kepler-1129 b,5 to 2,0.002621208
Kepler-1129 c,Aschwaden Prediction,73.0193412,263.935015,Kepler-1129,11.2837463,5831,1258,Kepler-1129 b,3 to 1,0.002621208
Kepler-113 d,Aschwaden Prediction,9.508,201.4201139,Kepler-113,13.461,4725,264.35,Kepler-113 b,2 to 1,0.000352858
Kepler-113 b,Aschwaden Prediction,7.131,166.2686406,Kepler-113,13.461,4725,264.35,Kepler-113 b,3 to 2,0.000352858
Kepler-113 c,Aschwaden Prediction,7.923333333,178.3673417,Kepler-113,13.461,4725,264.35,Kepler-113 b,5 to 3,0.000352858
Kepler-113 b,Aschwaden Prediction,5.9425,147.2389964,Kepler-113,13.461,4725,264.35,Kepler-113 b,5 to 4,0.000352858
Kepler-113 c,Aschwaden Prediction,6.338666667,153.7123154,Kepler-113,13.461,4725,264.35,Kepler-113 b,4 to 3,0.000352858
Kepler-113 b,Aschwaden Prediction,11.885,233.7273379,Kepler-113,13.461,4725,264.35,Kepler-113 b,5 to 2,0.000352858
Kepler-113 c,Aschwaden Prediction,14.262,263.935015,Kepler-113,13.461,4725,264.35,Kepler-113 b,3 to 1,0.000352858
Kepler-1130 A e,Aschwaden Prediction,6.533224072,0.067226435,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ab,2 to 1,0.000771969
Kepler-1130 A b,Aschwaden Prediction,4.899918054,0.055494199,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ab,3 to 2,0.000771969
Kepler-1130 A c,Aschwaden Prediction,5.444353393,0.059532289,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ab,5 to 3,0.000771969
Kepler-1130 A b,Aschwaden Prediction,4.083265045,0.049142822,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ab,5 to 4,0.000771969
Kepler-1130 A c,Aschwaden Prediction,4.355482715,0.051303371,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ab,4 to 3,0.000771969
Kepler-1130 A b,Aschwaden Prediction,8.16653009,0.078009367,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ab,5 to 2,0.000771969
Kepler-1130 A c,Aschwaden Prediction,9.799836108,0.08809155,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ab,3 to 1,0.000771969
Kepler-1130 A b,Aschwaden Prediction,8.54450632,0.080401863,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ac,2 to 1,0.000771969
Kepler-1130 A c,Aschwaden Prediction,6.40837974,0.066370276,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ac,3 to 2,0.000771969
Kepler-1130 A b,Aschwaden Prediction,7.120421933,0.071199774,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ac,5 to 3,0.000771969
Kepler-1130 A c,Aschwaden Prediction,5.34031645,0.058774119,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ac,5 to 4,0.000771969
Kepler-1130 A b,Aschwaden Prediction,5.696337547,0.061358105,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ac,4 to 3,0.000771969
Kepler-1130 A c,Aschwaden Prediction,10.6806329,0.093298098,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ac,5 to 2,0.000771969
Kepler-1130 A b,Aschwaden Prediction,12.81675948,0.105356246,Kepler-1130 A,12.611,5327,249.343,Kepler-1130 Ac,3 to 1,0.000771969
Kepler-114 e,Aschwaden Prediction,10.377098,0.084132256,Kepler-114,13.7,4605,261.49,Kepler-114 b,2 to 1,0.000283139
Kepler-114 b,Aschwaden Prediction,7.7828235,0.069449647,Kepler-114,13.7,4605,261.49,Kepler-114 b,3 to 2,0.000283139
Kepler-114 c,Aschwaden Prediction,8.647581667,0.074503219,Kepler-114,13.7,4605,261.49,Kepler-114 b,5 to 3,0.000283139
Kepler-114 b,Aschwaden Prediction,6.48568625,0.061501052,Kepler-114,13.7,4605,261.49,Kepler-114 b,5 to 4,0.000283139
Kepler-114 c,Aschwaden Prediction,6.918065333,0.064204928,Kepler-114,13.7,4605,261.49,Kepler-114 b,4 to 3,0.000283139
Kepler-114 b,Aschwaden Prediction,12.9713725,0.097626835,Kepler-114,13.7,4605,261.49,Kepler-114 b,5 to 2,0.000283139
Kepler-114 c,Aschwaden Prediction,15.565647,0.110244443,Kepler-114,13.7,4605,261.49,Kepler-114 b,3 to 1,0.000283139
Kepler-114 b,Aschwaden Prediction,16.082,0.111118074,Kepler-114,13.7,4605,261.49,Kepler-114 c,2 to 1,0.000283139
Kepler-114 c,Aschwaden Prediction,12.0615,0.091725949,Kepler-114,13.7,4605,261.49,Kepler-114 c,3 to 2,0.000283139
Kepler-114 b,Aschwaden Prediction,13.40166667,0.098400478,Kepler-114,13.7,4605,261.49,Kepler-114 c,5 to 3,0.000283139
Kepler-114 c,Aschwaden Prediction,10.05125,0.081227805,Kepler-114,13.7,4605,261.49,Kepler-114 c,5 to 4,0.000283139
Kepler-114 b,Aschwaden Prediction,10.72133333,0.084798961,Kepler-114,13.7,4605,261.49,Kepler-114 c,4 to 3,0.000283139
Kepler-114 c,Aschwaden Prediction,20.1025,0.128941102,Kepler-114,13.7,4605,261.49,Kepler-114 c,5 to 2,0.000283139
Kepler-114 b,Aschwaden Prediction,24.123,0.145605868,Kepler-114,13.7,4605,261.49,Kepler-114 c,3 to 1,0.000283139
Kepler-1143 d,Aschwaden Prediction,5.7778097,201.4201139,Kepler-1143,11.2837463,5053,632,Kepler-1143 b,2 to 1,0.002621208
Kepler-1143 b,Aschwaden Prediction,4.333357275,166.2686406,Kepler-1143,11.2837463,5053,632,Kepler-1143 b,3 to 2,0.002621208
Kepler-1143 c,Aschwaden Prediction,4.814841417,178.3673417,Kepler-1143,11.2837463,5053,632,Kepler-1143 b,5 to 3,0.002621208
Kepler-1143 b,Aschwaden Prediction,3.611131062,147.2389964,Kepler-1143,11.2837463,5053,632,Kepler-1143 b,5 to 4,0.002621208
Kepler-1143 c,Aschwaden Prediction,3.851873133,153.7123154,Kepler-1143,11.2837463,5053,632,Kepler-1143 b,4 to 3,0.002621208
Kepler-1143 b,Aschwaden Prediction,7.222262125,233.7273379,Kepler-1143,11.2837463,5053,632,Kepler-1143 b,5 to 2,0.002621208
Kepler-1143 c,Aschwaden Prediction,8.66671455,263.935015,Kepler-1143,11.2837463,5053,632,Kepler-1143 b,3 to 1,0.002621208
Kepler-115 d,Aschwaden Prediction,4.807358,0.057146438,Kepler-115,11.2837463,5979,634.97,Kepler-115 b,2 to 1,0.002621208
Kepler-115 b,Aschwaden Prediction,3.6055185,0.047173345,Kepler-115,11.2837463,5979,634.97,Kepler-115 b,3 to 2,0.002621208
Kepler-115 c,Aschwaden Prediction,4.006131667,0.05060596,Kepler-115,11.2837463,5979,634.97,Kepler-115 b,5 to 3,0.002621208
Kepler-115 b,Aschwaden Prediction,3.00459875,0.0417743,Kepler-115,11.2837463,5979,634.97,Kepler-115 b,5 to 4,0.002621208
Kepler-115 c,Aschwaden Prediction,3.204905333,0.043610894,Kepler-115,11.2837463,5979,634.97,Kepler-115 b,4 to 3,0.002621208
Kepler-115 b,Aschwaden Prediction,6.0091975,0.066312567,Kepler-115,11.2837463,5979,634.97,Kepler-115 b,5 to 2,0.002621208
Kepler-115 c,Aschwaden Prediction,7.211037,0.074883018,Kepler-115,11.2837463,5979,634.97,Kepler-115 b,3 to 1,0.002621208
Kepler-1154 d,Aschwaden Prediction,10.3712284,201.4201139,Kepler-1154,11.2837463,6327,1531,Kepler-1154 b,2 to 1,0.002621208
Kepler-1154 b,Aschwaden Prediction,7.7784213,166.2686406,Kepler-1154,11.2837463,6327,1531,Kepler-1154 b,3 to 2,0.002621208
Kepler-1154 c,Aschwaden Prediction,8.642690333,178.3673417,Kepler-1154,11.2837463,6327,1531,Kepler-1154 b,5 to 3,0.002621208
Kepler-1154 b,Aschwaden Prediction,6.48201775,147.2389964,Kepler-1154,11.2837463,6327,1531,Kepler-1154 b,5 to 4,0.002621208
Kepler-1154 c,Aschwaden Prediction,6.914152267,153.7123154,Kepler-1154,11.2837463,6327,1531,Kepler-1154 b,4 to 3,0.002621208
Kepler-1154 b,Aschwaden Prediction,12.9640355,233.7273379,Kepler-1154,11.2837463,6327,1531,Kepler-1154 b,5 to 2,0.002621208
Kepler-1154 c,Aschwaden Prediction,15.5568426,263.935015,Kepler-1154,11.2837463,6327,1531,Kepler-1154 b,3 to 1,0.002621208
Kepler-116 d,Aschwaden Prediction,11.937468,0.109530673,Kepler-116,11.2837463,6142,982.04,Kepler-116 b,2 to 1,0.002621208
Kepler-116 b,Aschwaden Prediction,8.953101,0.090415578,Kepler-116,11.2837463,6142,982.04,Kepler-116 b,3 to 2,0.002621208
Kepler-116 c,Aschwaden Prediction,9.94789,0.096994757,Kepler-116,11.2837463,6142,982.04,Kepler-116 b,5 to 3,0.002621208
Kepler-116 b,Aschwaden Prediction,7.4609175,0.080067407,Kepler-116,11.2837463,6142,982.04,Kepler-116 b,5 to 4,0.002621208
Kepler-116 c,Aschwaden Prediction,7.958312,0.083587547,Kepler-116,11.2837463,6142,982.04,Kepler-116 b,4 to 3,0.002621208
Kepler-116 b,Aschwaden Prediction,14.921835,0.127099087,Kepler-116,11.2837463,6142,982.04,Kepler-116 b,5 to 2,0.002621208
Kepler-116 c,Aschwaden Prediction,17.906202,0.143525784,Kepler-116,11.2837463,6142,982.04,Kepler-116 b,3 to 1,0.002621208
Kepler-117 d,Aschwaden Prediction,37.5918456,0.229379452,Kepler-117,11.2837463,6150,1430,Kepler-117 b,2 to 1,0.002621208
Kepler-117 b,Aschwaden Prediction,28.1938842,0.189348566,Kepler-117,11.2837463,6150,1430,Kepler-117 b,3 to 2,0.002621208
Kepler-117 c,Aschwaden Prediction,31.326538,0.2031267,Kepler-117,11.2837463,6150,1430,Kepler-117 b,5 to 3,0.002621208
Kepler-117 b,Aschwaden Prediction,23.4949035,0.167677397,Kepler-117,11.2837463,6150,1430,Kepler-117 b,5 to 4,0.002621208
Kepler-117 c,Aschwaden Prediction,25.0612304,0.175049284,Kepler-117,11.2837463,6150,1430,Kepler-117 b,4 to 3,0.002621208
Kepler-117 b,Aschwaden Prediction,46.989807,0.266171276,Kepler-117,11.2837463,6150,1430,Kepler-117 b,5 to 2,0.002621208
Kepler-117 c,Aschwaden Prediction,56.3877684,0.300572112,Kepler-117,11.2837463,6150,1430,Kepler-117 b,3 to 1,0.002621208
Kepler-118 d,Aschwaden Prediction,15.036992,0.115880277,Kepler-118,11.2837463,5274,583.81,Kepler-118 b,2 to 1,0.002621208
Kepler-118 b,Aschwaden Prediction,11.277744,0.095657061,Kepler-118,11.2837463,5274,583.81,Kepler-118 b,3 to 2,0.002621208
Kepler-118 c,Aschwaden Prediction,12.53082667,0.102617641,Kepler-118,11.2837463,5274,583.81,Kepler-118 b,5 to 3,0.002621208
Kepler-118 b,Aschwaden Prediction,9.39812,0.084708996,Kepler-118,11.2837463,5274,583.81,Kepler-118 b,5 to 4,0.002621208
Kepler-118 c,Aschwaden Prediction,10.02466133,0.088433202,Kepler-118,11.2837463,5274,583.81,Kepler-118 b,4 to 3,0.002621208
Kepler-118 b,Aschwaden Prediction,18.79624,0.13446715,Kepler-118,11.2837463,5274,583.81,Kepler-118 b,5 to 2,0.002621208
Kepler-118 c,Aschwaden Prediction,22.555488,0.151846119,Kepler-118,11.2837463,5274,583.81,Kepler-118 b,3 to 1,0.002621208
Kepler-119 d,Aschwaden Prediction,4.844164,0.055559037,Kepler-119,11.2837463,5595,716.23,Kepler-119 b,2 to 1,0.002621208
Kepler-119 b,Aschwaden Prediction,3.633123,0.045862974,Kepler-119,11.2837463,5595,716.23,Kepler-119 b,3 to 2,0.002621208
Kepler-119 c,Aschwaden Prediction,4.036803333,0.049200239,Kepler-119,11.2837463,5595,716.23,Kepler-119 b,5 to 3,0.002621208
Kepler-119 b,Aschwaden Prediction,3.0276025,0.040613902,Kepler-119,11.2837463,5595,716.23,Kepler-119 b,5 to 4,0.002621208
Kepler-119 c,Aschwaden Prediction,3.229442667,0.04239948,Kepler-119,11.2837463,5595,716.23,Kepler-119 b,4 to 3,0.002621208
Kepler-119 b,Aschwaden Prediction,6.055205,0.064470551,Kepler-119,11.2837463,5595,716.23,Kepler-119 b,5 to 2,0.002621208
Kepler-119 c,Aschwaden Prediction,7.266246,0.072802934,Kepler-119,11.2837463,5595,716.23,Kepler-119 b,3 to 1,0.002621208
Kepler-120 d,Aschwaden Prediction,12.625002,0.087307058,Kepler-120,11.2837463,4096,393.02,Kepler-120 b,2 to 1,0.002621208
Kepler-120 b,Aschwaden Prediction,9.4687515,0.072070388,Kepler-120,11.2837463,4096,393.02,Kepler-120 b,3 to 2,0.002621208
Kepler-120 c,Aschwaden Prediction,10.520835,0.077314661,Kepler-120,11.2837463,4096,393.02,Kepler-120 b,5 to 3,0.002621208
Kepler-120 b,Aschwaden Prediction,7.89062625,0.063821846,Kepler-120,11.2837463,4096,393.02,Kepler-120 b,5 to 4,0.002621208
Kepler-120 c,Aschwaden Prediction,8.416668,0.066627755,Kepler-120,11.2837463,4096,393.02,Kepler-120 b,4 to 3,0.002621208
Kepler-120 b,Aschwaden Prediction,15.7812525,0.101310866,Kepler-120,11.2837463,4096,393.02,Kepler-120 b,5 to 2,0.002621208
