planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,referenced_planet,harmonic_ratio,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars,predicted_habitable_zone_status_Random Forest,predicted_habitable_zone_status_Decision Tree,predicted_habitable_zone_status_K-Neighbors,predicted_habitable_zone_status_SVM,HZ_distance_HZ_distance_recent_venus_Random Forest_prediction,HZ_distance_HZ_distance_recent_venus_Decision Tree_prediction,HZ_distance_HZ_distance_recent_venus_K-Neighbors_prediction,HZ_distance_HZ_distance_recent_venus_SVM_prediction,HZ_distance_HZ_distance_recent_venus_Linear Regression_prediction,HZ_distance_HZ_distance_recent_venus_Polynomial Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_runaway_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_runaway_greenhouse_SVM_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_maximum_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_maximum_greenhouse_SVM_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_early_mars_Random Forest_prediction,HZ_distance_HZ_distance_early_mars_Decision Tree_prediction,HZ_distance_HZ_distance_early_mars_K-Neighbors_prediction,HZ_distance_HZ_distance_early_mars_SVM_prediction,HZ_distance_HZ_distance_early_mars_Linear Regression_prediction,HZ_distance_HZ_distance_early_mars_Polynomial Regression_prediction
HU Aqr (AB) j,Aschwaden Prediction,9834.0,8.923559600892668,HU Aqr (AB),15.0,5688.237937,302.4853135,25.31588459192905,HU Aqr (AB) b,3 banding 1,Not in HZ,5.118529546484507,4.052622513763872,2.2924463452311774,2.173447697123314,Not in HZ,Not in HZ,Not in HZ,Not in HZ,5.1542728003454386,5.271599845423503,3.6783715165680624,3.474918081410677,4.955136080368081,5.010910023478189,4.084795298212548,4.048240275533846,2.9122307514601937,2.723601821865829,3.923818668913502,3.967660623147709,2.2997114652848047,2.2887873813913724,1.6527275421436478,1.5130712591809958,2.165112394227011,2.2347122583068857,2.184163834920194,2.169978743656084,1.5669383248195392,1.4298487726665075,2.0527613085625607,2.1187044969072177
IRS 63 d,Aschwaden Prediction,6572.407122,30.160619987395787,IRS 63,9.885491525,5688.237937,144.0,25.31588459192905,IRS 63 b,2 banding 1,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155354498296917,4.155030256579352,3.75024656954826,3.7118160809822416,4.028742004528877,4.186117258302157,3.290311770951677,3.2897805429175686,2.9691492552825443,2.9133015887206377,3.189999262089475,3.3143423751417105,1.867439538295384,1.86023460480076,1.6855737718790273,1.6144676429011962,1.7840063132080886,1.8787467532589837,1.7682347729064138,1.763671689551884,1.5980776069548224,1.5260244488391086,1.6914131035318458,1.78121886267716
IRS 63 e,Aschwaden Prediction,4929.3053415,24.89704324498452,IRS 63,9.885491525,5688.237937,144.0,25.31588459192905,IRS 63 b,3 banding 2,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155354498296917,4.155030256579352,3.7873394468786534,3.8494376197259745,4.029221258634437,4.1807550660485076,3.290311770951677,3.2897805429175686,2.998600082352298,3.0250009145974484,3.190377708072552,3.310100470606262,1.867439538295384,1.86023460480076,1.6983783166705968,1.6771671166896294,1.7843388127102262,1.8751536604666588,1.7682347729064138,1.763671689551884,1.6102172485097168,1.585856001485515,1.6917282459626408,1.7778139181916117
IRS 63 f,Aschwaden Prediction,5477.005935,26.708701067888725,IRS 63,9.885491525,5688.237937,144.0,25.31588459192905,IRS 63 b,5 banding 3,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155354498296917,4.155030256579352,3.818145380309898,3.8022533913684984,4.029060048561705,4.182479966614262,3.290311770951677,3.2897805429175686,3.0230139441098087,2.9865913191199556,3.1902504068462676,3.3114650329299904,1.867439538295384,1.86023460480076,1.710429348432961,1.6554026222625706,1.7842269632415557,1.8763112508075461,1.7682347729064138,1.763671689551884,1.6216435631887247,1.5650635486847562,1.691622235334951,1.7789108874906656
IRS 63 g,Aschwaden Prediction,4107.75445125,22.0475469596607,IRS 63,9.885491525,5688.237937,144.0,25.31588459192905,IRS 63 b,5 banding 4,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155354498296917,4.155030256579352,3.8011505429377728,3.9225589913790473,4.029466444220188,4.178293341863819,3.290311770951677,3.2897805429175686,3.0095854286755404,3.0847385986325344,3.1905713230250767,3.3081529405236463,1.867439538295384,1.86023460480076,1.7020985981167993,1.7114010468032295,1.7845089351753012,1.8734980259955223,1.7682347729064138,1.763671689551884,1.6137444705478685,1.6186052258478432,1.6918894873568173,1.776244996918852
IRS 63 h,Aschwaden Prediction,4381.604748,23.016860842540435,IRS 63,9.885491525,5688.237937,144.0,25.31588459192905,IRS 63 b,4 banding 3,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155354498296917,4.155030256579352,3.8601151813381236,3.8978795751883752,4.029384218281301,4.179096571460342,3.290311770951677,3.2897805429175686,3.056232822330936,3.064548206169742,3.190506391689004,3.308788405032029,1.867439538295384,1.86023460480076,1.7304195032650438,1.6997804213389116,1.7844518811336598,1.8740387454164193,1.7682347729064138,1.763671689551884,1.6405951604013214,1.60748284311348,1.6918354117961885,1.7767573948788602
IRS 63 i,Aschwaden Prediction,8215.5089025,34.99829923708367,IRS 63,9.885491525,5688.237937,144.0,25.31588459192905,IRS 63 b,5 banding 2,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155354498296917,4.155030256579352,3.9917797217455275,3.58651430238628,4.028273624466482,4.192007993769238,3.290311770951677,3.2897805429175686,3.1605568910905313,2.8125669734053833,3.1896294080089023,3.319002106393171,1.867439538295384,1.86023460480076,1.7843671325652142,1.5596830730008122,1.7836813898163184,1.8826786030301546,1.7682347729064138,1.763671689551884,1.691744149738985,1.4739455395665235,1.6911051409959392,1.7849448694067869
IRS 63 j,Aschwaden Prediction,9858.610683,39.521592637986174,IRS 63,9.885491525,5688.237937,144.0,25.31588459192905,IRS 63 b,3 banding 1,Not in HZ,4.155264934775836,3.289952724194379,1.861027044326932,1.7644229502648114,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.155354498296917,4.155030256579352,3.6783715165680624,3.4743403606152556,4.027813271324528,4.198379396241687,3.290311770951677,3.2897805429175686,2.9122307514601937,2.723349370082015,3.1892658962351224,3.324041811415265,1.867439538295384,1.86023460480076,1.6527275421436478,1.51295977008998,1.7833620589014452,1.8869179710937112,1.7682347729064138,1.763671689551884,1.5669383248195392,1.4297358591433147,1.690802478461529,1.7889623323492834
J0337 e,Aschwaden Prediction,6572.407122,95.24406311809196,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 b,2 banding 1,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.499292803386455,3.8524139133201145,4.134087304652013,4.766790835558177,3.669293259910147,3.6692932599101415,2.7700738138797476,2.999573230216539,3.273049892193781,3.772654301995944,2.1593055414301694,2.1871407237310048,1.588430316854966,1.7392500059917044,1.861395888105325,2.268381286497181,2.0425339610299487,2.0736325628588475,1.5059818183060496,1.639562391468842,1.7647680033898356,2.150544683190149
J0337 f,Aschwaden Prediction,4929.3053415,78.62224182626689,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 b,3 banding 2,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.662786643979236,3.9954287466256413,4.134856558214301,4.743088398672666,3.669293259910147,3.6692932599101415,2.898954799281415,3.115011197327332,3.273657475308321,3.753910512501797,2.1593055414301694,2.1871407237310048,1.6769628203033793,1.805305557754825,1.8619304346158616,2.2528997239750095,2.0425339610299487,2.0736325628588475,1.5899548270569799,1.702371022300507,1.7652746261730052,2.135872740459593
J0337 g,Aschwaden Prediction,5477.005935,84.34326653017492,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 b,5 banding 3,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.7937168340670366,3.946492602874233,4.134595533925849,4.750799475987858,3.669293259910147,3.6692932599101415,3.0027080003594966,3.0753863888273534,3.2734513079237098,3.7600084451968563,2.1593055414301694,2.1871407237310048,1.734151935792744,1.782463077533059,1.8617490430731847,2.257938102397946,2.0425339610299487,2.0736325628588475,1.6441620072429743,1.680623468290088,1.7651027103832386,2.140647627282001
J0337 h,Aschwaden Prediction,4107.75445125,69.62383250419168,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 b,5 banding 4,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.7736280408527882,4.071085739029711,4.135258738257457,4.731898957334639,3.669293259910147,3.6692932599101415,2.986558679035463,3.1765086278698886,3.2739751362160754,3.745061799130884,2.1593055414301694,2.1871407237310048,1.7306121511948098,1.8410763988092838,1.8622099374943075,2.2455855111302445,2.0425339610299487,2.0736325628588475,1.64082881147214,1.7364796686744022,1.7655395276028392,2.128941049135638
J0337 i,Aschwaden Prediction,4381.604748,72.68482371328558,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 b,4 banding 3,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.7736280408527874,4.045573813487089,4.135123107473691,4.735576999029766,3.669293259910147,3.6692932599101415,2.986558679035463,3.1557403828111683,3.273868008135568,3.747970439981719,2.1593055414301694,2.1871407237310048,1.7306121511948098,1.8289543786354598,1.8621156754893704,2.2479901380498943,2.0425339610299487,2.0736325628588475,1.64082881147214,1.724914119840956,1.76545018998127,2.1312199164980283
J0337 j,Aschwaden Prediction,8215.5089025,110.5209449592116,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 b,5 banding 2,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.493491725505187,3.7213372816559684,4.133352390173406,4.792112356623508,3.669293259910147,3.6692932599101415,2.7655933296474546,2.8948446183803913,3.272469441402936,3.7926780567750864,2.1593055414301694,2.1871407237310048,1.5817663634282193,1.6807619943789487,1.860885266153844,2.284903308175965,2.0425339610299487,2.0736325628588475,1.4996615091648242,1.5841881397275097,1.764284053958945,2.1662027272861133
J0337 k,Aschwaden Prediction,9858.610683,124.80502938311425,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 b,3 banding 1,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.6236652659022646,3.6030608532294908,4.132642823864614,4.818925275703869,3.669293259910147,3.6692932599101415,2.8688084962082527,2.8014176914430498,3.2719090189493327,3.813880809334732,2.1593055414301694,2.1871407237310048,1.6333403924675505,1.6300216835155477,1.8603923046557216,2.3023814203021833,2.0425339610299487,2.0736325628588475,1.5485577133729276,1.5363951587215423,1.7638168413748847,2.1827669166538555
J0337 l,Aschwaden Prediction,284712.0,142.86609467713794,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 c,2 banding 1,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.3916920333565317,3.394251144705242,4.074493800186584,8.599813791477976,3.669293259910147,3.6692932599101415,2.685880371715764,2.7114580141052342,3.2260017028061903,6.8041368322898,2.1593055414301694,2.1871407237310048,1.484630509678213,1.3843276391591375,1.8201138712331404,4.80127809943159,2.0425339610299487,2.0736325628588475,1.4075785632015065,1.317311031611727,1.7256395385454988,4.550919846296631
J0337 m,Aschwaden Prediction,213534.0,117.93336273940034,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 c,3 banding 2,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.3916920333565317,3.2272883177828064,4.090069652368862,7.4781327645337505,3.669293259910147,3.6692932599101415,2.685880371715764,2.562544012974626,3.238298817158502,5.917076156745182,2.1593055414301694,2.1871407237310048,1.484630509678213,1.3461603181062047,1.8309049791916623,4.06382724964434,2.0425339610299487,2.0736325628588475,1.4075785632015065,1.2850116855276141,1.7358676788491803,3.852043214601826
J0337 n,Aschwaden Prediction,237260.0,126.51489979526238,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 c,5 banding 3,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.3916920333565317,3.2495465400980383,4.0848707919899025,7.843799344230343,3.669293259910147,3.6692932599101415,2.685880371715764,2.5916936975390867,3.234194319521418,6.206259795713223,2.1593055414301694,2.1871407237310048,1.484630509678213,1.371235438985133,1.8273031291467414,4.30441793677608,2.0425339610299487,2.0736325628588475,1.4075785632015065,1.3058736702477778,1.7324537364548882,4.080048740890254
J0337 o,Aschwaden Prediction,177945.0,104.43574875628754,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 c,5 banding 4,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.500480640804721,3.1936800521549293,4.09788390835302,6.9462739679289385,3.669293259910147,3.6692932599101415,2.7719633672622406,2.532675167537868,3.2444681783603846,5.496454934175798,2.1593055414301694,2.1871407237310048,1.5362701950124698,1.4113405491832525,1.8363188776056893,3.71351300809975,2.0425339610299487,2.0736325628588475,1.456537070619965,1.3486749791488806,1.7409991340583946,3.5200546612593353
J0337 p,Aschwaden Prediction,189808.0,109.02723556992838,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 c,4 banding 3,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.3916920333565317,3.181741999778525,4.09527680020423,7.121258463030841,3.669293259910147,3.6692932599101415,2.6858803717157635,2.517638597763752,3.2424098629595406,5.634842531948509,2.1593055414301694,2.1871407237310048,1.484630509678213,1.3605560935516614,1.834512603232831,3.8288221038121355,2.0425339610299487,2.0736325628588475,1.4075785632015065,1.3017976310361288,1.7392870932712194,3.629331555804738
J0337 q,Aschwaden Prediction,355890.0,165.7814174388174,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 c,5 banding 2,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.3916920333565317,3.5022443964664567,4.058969456629826,9.790413229799132,3.669293259910147,3.6692932599101415,2.685880371715764,2.7974487051467767,3.213745286939421,7.7456752596180385,2.1593055414301694,2.1871407237310048,1.484630509678213,1.3845065563065748,1.8093586501132024,5.582507804839799,2.0425339610299487,2.0736325628588475,1.4075785632015065,1.3174704001614703,1.7154454082702364,5.2912892365601385
J0337 r,Aschwaden Prediction,427068.0,187.20754407467135,J0337,11.29,7800.0,303.0,25.31588459192905,J0337 c,3 banding 1,Not in HZ,4.91474109803221,3.889413520082163,2.2587613392650345,2.141611012852221,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.637319581609939,4.635838752702099,3.3916920333565317,3.5028321065427845,4.04348313532779,11.042426687097517,3.669293259910147,3.6692932599101415,2.685880371715764,2.7979163643623033,3.2015189135785143,8.73575943869546,2.1593055414301694,2.1871407237310048,1.484630509678213,1.3845065594617076,1.7986299196733013,6.402747699062094,2.0425339610299487,2.0736325628588475,1.4075785632015065,1.317470402988976,1.7052763832652196,6.068631740328263
K2-266 A h,Aschwaden Prediction,12.2004,0.0898151515203607,K2-266 A,9.885491525,4362.0,77.5586,25.31588459192905,K2-266 Af,2 banding 1,Not in HZ,3.901121741260037,3.08984416237586,1.660010620872778,1.573883613361677,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.9304730701388264,3.942223275589265,4.080967482635499,4.199701017801426,4.123477275045701,3.923755116433081,3.114526596501285,3.112021386849253,3.2322891694721116,3.335153310870071,3.265286830007948,3.107672433173456,1.6392930175589406,1.6868526829605202,1.7365388249645517,1.8081804415658191,1.801908772732284,1.6720320440767726,1.5539661271345329,1.599321524904168,1.646441273454667,1.71637953727807,1.7084013699174796,1.585285579153369
K2-266 A i,Aschwaden Prediction,9.1503,0.0741407740421696,K2-266 A,9.885491525,4362.0,77.5586,25.31588459192905,K2-266 Af,3 banding 2,Not in HZ,3.901121741260037,3.08984416237586,1.660010620872778,1.573883613361677,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.929674951937947,3.942223275589265,4.080967482635499,4.200013994876104,4.123478315418339,3.923763983539585,3.112701655123552,3.112021386849253,3.2322891694721116,3.3354149018171646,3.2652876516160085,3.107679442317697,1.6402853354444449,1.6868526829605202,1.7365388249645517,1.8083395306800971,1.8019094949692307,1.6720377193361302,1.553917564815249,1.599321524904168,1.646441273454667,1.7165330655225826,1.7084020544422565,1.5852909580787582
K2-266 A j,Aschwaden Prediction,10.167,0.0795357003379549,K2-266 A,9.885491525,4362.0,77.5586,25.31588459192905,K2-266 Af,5 banding 3,Not in HZ,3.901121741260037,3.08984416237586,1.660010620872778,1.573883613361677,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.9298946352464084,3.942223275589265,4.080967482635499,4.199909672487667,4.123477964283592,3.923761003585451,3.112356553272733,3.112021386849253,3.2322891694721116,3.3353277082145962,3.265287374314437,3.107677086754376,1.6399964202593214,1.6868526829605202,1.7365388249645517,1.8082865020196235,1.8019092511971435,1.6720358109844473,1.5536555750144658,1.599321524904168,1.646441273454667,1.7164818902821266,1.7084018233991691,1.5852891493734664
K2-266 A k,Aschwaden Prediction,7.62525,0.0656552740514527,K2-266 A,9.885491525,4362.0,77.5586,25.31588459192905,K2-266 Af,5 banding 4,Not in HZ,3.901121741260037,3.08984416237586,1.660010620872778,1.573883613361677,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.9307733684802533,3.942223275589265,4.080967482635499,4.2001704695569115,4.123478852157383,3.923768509401632,3.112874206048961,3.112021386849253,3.2322891694721116,3.3355456831918238,3.2652880754988365,3.1076830199008034,1.6406898167036172,1.6868526829605202,1.7365388249645517,1.8084190702078173,1.8019098676202385,1.6720406201491618,1.5536256183692714,1.599321524904168,1.646441273454667,1.7166098253978124,1.708402407634051,1.585293707419181
K2-266 A l,Aschwaden Prediction,8.1336,0.0685417887616283,K2-266 A,9.885491525,4362.0,77.5586,25.31588459192905,K2-266 Af,4 banding 3,Not in HZ,3.901121741260037,3.08984416237586,1.660010620872778,1.573883613361677,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.930553685171792,3.942223275589265,4.080967482635499,4.200118312721523,4.123478671763133,3.9237669925334693,3.11304675697437,3.112021386849253,3.2322891694721116,3.3355020908077635,3.265287933034193,3.10768182084981,1.6406898167036172,1.6868526829605202,1.7365388249645517,1.8083925576073692,1.8019097423712367,1.6720396475656263,1.5537413453924052,1.599321524904168,1.646441273454667,1.7165842392771813,1.708402288925425,1.5852927856218963
K2-266 A m,Aschwaden Prediction,15.2505,0.1042212510965365,K2-266 A,9.885491525,4362.0,77.5586,25.31588459192905,K2-266 Af,5 banding 2,Not in HZ,3.901121741260037,3.08984416237586,1.660010620872778,1.573883613361677,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.930620867988539,3.942223275589265,4.080967482635499,4.199388020609504,4.12347626705482,3.923746430467988,3.114324867892883,3.112021386849253,3.2322891694721116,3.3348916990567994,3.2652860339856686,3.1076655673014635,1.6387932454037661,1.6868526829605202,1.7365388249645517,1.8080213483934324,1.8019080730561967,1.6720264927769537,1.553564390684267,1.599321524904168,1.646441273454667,1.7162260064612596,1.7084007067736742,1.5852803177022423
K2-266 A n,Aschwaden Prediction,18.3006,0.1176911427082767,K2-266 A,9.885491525,4362.0,77.5586,25.31588459192905,K2-266 Af,3 banding 1,Not in HZ,3.901121741260037,3.08984416237586,1.660010620872778,1.573883613361677,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.9302478463827555,3.942223275589265,4.080967482635499,4.199075015441149,4.123475282967262,3.923737878726878,3.113953062708082,3.112021386849253,3.2322891694721116,3.334630078443821,3.2652852568501114,3.1076588075925313,1.6387932454037661,1.6868526829605202,1.7365388249645517,1.8078622579089265,1.8019073900339169,1.6720210333046448,1.5532421064876438,1.599321524904168,1.646441273454667,1.716072479384672,1.7084000594127153,1.5852751432744552
K2-356 b,Aschwaden Prediction,84.7645024,0.426693402769052,K2-356,13.297,5568.0,355.54,25.31588459192905,EPIC 211537087.02,2 banding 1,Conservative HZ,4.785092832339339,3.788764457944103,2.1356903592245984,2.0248295481965983,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.735769182772718,4.722962438686941,4.317719158718861,4.305690471145597,4.657280764425424,4.735345755564932,3.7447854470789173,3.7396598090896886,3.4186979839424287,3.40337703573385,3.6878972934591188,3.749456623681823,2.1358908846206637,2.1590281741698223,1.9274688879663748,1.8960548388453844,2.041238310711426,2.1011925992522005,2.0371354618261552,2.046955009834472,1.8274165203459698,1.7964363862941988,1.9353100753735886,1.9921335369211253
K2-356 c,Aschwaden Prediction,63.5733768,0.3522276433816756,K2-356,13.297,5568.0,355.54,25.31588459192905,EPIC 211537087.02,3 banding 2,Conservative HZ,4.785092832339339,3.788764457944103,2.1356903592245984,2.0248295481965983,Conservative HZ,Conservative HZ,Not in HZ,Not in HZ,4.7357210668906,4.722962438686941,4.315596592502176,4.307897283272743,4.657287113411428,4.73526849482129,3.7447672819397737,3.7396598090896886,3.417026311192207,3.4052183475423985,3.6879023070549075,3.7493954871791493,2.1330993104075464,2.1590281741698223,1.926039607788851,1.8971760697081441,2.041242716037523,2.1011399209333335,2.0362023098246813,2.046955009834472,1.8260615020507185,1.797516939441152,1.9353142507224856,1.9920836196422167
K2-356 d,Aschwaden Prediction,70.63708533333333,0.3778578340551836,K2-356,13.297,5568.0,355.54,25.31588459192905,EPIC 211537087.02,5 banding 3,Conservative HZ,4.785092832339339,3.788764457944103,2.1356903592245984,2.0248295481965983,Conservative HZ,Optimistic HZ,Not in HZ,Not in HZ,4.7357210668906,4.722962438686941,4.317010756685972,4.307161573004455,4.657284976445934,4.735294163446872,3.7447672819397737,3.7396598090896886,3.4181400656134087,3.4046044742453407,3.687900619550546,3.7494157987728425,2.1330993104075464,2.1590281741698223,1.9269923990928812,1.8968022304383436,2.0412412332175016,2.101157418427423,2.0362023098246813,2.046955009834472,1.826964788065352,1.7971566588473449,1.9353128453134714,1.9921002000389127
K2-356 e,Aschwaden Prediction,52.977814,0.3119147696187787,K2-356,13.297,5568.0,355.54,25.31588459192905,EPIC 211537087.02,5 banding 4,Optimistic HZ,4.785092832339339,3.788764457944103,2.1356903592245984,2.0248295481965983,Not in HZ,Optimistic HZ,Not in HZ,Not in HZ,4.7357210668906,4.722962438686941,4.316302354653085,4.309001034652037,4.657290366543043,4.735230184740474,3.7447672819397737,3.7396598090896886,3.4175821472843895,3.4061393369895656,3.687904875987492,3.749365172434656,2.131985793687339,2.1590281741698223,1.9265159102193876,1.8977370006505412,2.0412449734892832,2.1011138156391884,2.0349880900499993,2.046955009834472,1.826513055784734,1.798057533892115,1.9353163903203057,1.9920588826004866
K2-356 f,Aschwaden Prediction,56.509668266666665,0.3256280102355194,K2-356,13.297,5568.0,355.54,25.31588459192905,EPIC 211537087.02,4 banding 3,Optimistic HZ,4.785092832339339,3.788764457944103,2.1356903592245984,2.0248295481965983,Not in HZ,Optimistic HZ,Not in HZ,Not in HZ,4.7357210668906,4.722962438686941,4.316302354653085,4.308633093720115,4.657289275128791,4.73524292652462,3.7447672819397737,3.7396598090896886,3.4175821472843886,3.4058323175550282,3.687904014116452,3.749375254995196,2.1321800050426463,2.1590281741698223,1.9265159102193876,1.8975500012804574,2.0412442161025464,2.1011224967420743,2.0349880900499993,2.046955009834472,1.8265130557847336,1.7978773131144485,1.9353156724746228,1.9920671087031288
K2-356 g,Aschwaden Prediction,105.955628,0.4951338334172679,K2-356,13.297,5568.0,355.54,25.31588459192905,EPIC 211537087.02,5 banding 2,Conservative HZ,4.785092832339339,3.788764457944103,2.1356903592245984,2.0248295481965983,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.733673549198895,4.722962438686941,3.674521321588249,4.303484662498118,4.657274569278515,4.735423661100883,3.7433862341652686,3.7396598090896886,2.909430050759144,3.401536694974748,3.6878924014161405,3.7495182705119046,2.1362534316254598,2.1590281741698223,1.6400459895902053,1.8949344950206948,2.041234012567353,2.1012457466390537,2.037187880772634,2.046955009834472,1.554913412148489,1.7953567235777816,1.9353060016013095,1.9921838986654836
K2-356 h,Aschwaden Prediction,127.1467536,0.5591265316363517,K2-356,13.297,5568.0,355.54,25.31588459192905,EPIC 211537087.02,3 banding 1,Conservative HZ,4.785092832339339,3.788764457944103,2.1356903592245984,2.0248295481965983,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.732767660033092,4.722962438686941,3.2036637770111027,4.3012799182715815,4.657268487691407,4.735502059196953,3.743722210145409,3.7396598090896886,2.536620570718279,3.3996973851936128,3.687887599100113,3.749580307167145,2.1363375994502043,2.1590281741698223,1.4294349507294,1.8938150717894926,2.0412297935421115,2.1012992508118473,2.037187880772634,2.046955009834472,1.3552349780467643,1.7942779827126158,1.9353020028101044,1.992234598484858
K2-38 e,Aschwaden Prediction,1506.0,25.61150500874039,K2-38,11.4,5705.0,192.69,25.31588459192905,K2-38 B,2 banding 1,Not in HZ,4.46670563503209,3.536518971357254,2.001439840818169,1.8975470076246896,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.477425803946399,4.49109781783491,3.978493152392642,4.173023360827514,4.303117289625726,4.455998195041494,3.5453654059212205,3.52753601487173,3.1500068539358765,3.290940490798391,3.4073321990251904,3.528076825405929,2.005009695980905,2.001439840818169,1.7811134363636303,1.8332905640994446,1.8974980091933995,1.9932217332584035,1.902017929598879,1.8975470076246896,1.6886576665992519,1.7355057762771757,1.79902054182201,1.8897570462472166
