planet_name,semi_major_axis,star_distance,star_temperature,mag_v
Kepler-176 e,,535.4,5232,
Kepler-1770 b,0.1261,582.942,5520,14.418
Kepler-1771 b,0.3815,565.752,5661,13.802
Kepler-1772 b,0.0418,871.564,5582,13.546
Kepler-1773 b,0.2489,681.255,6136,13.085
Kepler-1774 b,0.3096,816.592,5942.35,14.02
Kepler-1775 b,0.3986,657.023,5910.19,13.429
Kepler-1776 b,0.2142,690.336,5961.17,13.68
Kepler-1777 b,0.1031,619.146,5600.06,14.101
Kepler-1778 b,0.0956,1276.29,5875,15.231
Kepler-1779 b,0.1264,908.501,5714,15.132
Kepler-177 b,,1497.42,5732,15
Kepler-177 c,,1497.42,5732,15
Kepler-1780 b,0.4276,790.516,5385.22,14.907
Kepler-1781 b,0.0574,962.63,5190,15.713
Kepler-1782 b,0.0582,305.792,4867,13.875
Kepler-1783 b,0.077,264.078,5111.02,13.309
Kepler-1784 b,0.1072,883.045,5475,15.423
Kepler-1785 b,0.1379,745.74,5734,14.245
Kepler-1786 b,0.3659,863.909,5718.47,14.088
Kepler-1787 b,0.227,778.602,5808,14.564
Kepler-1788 b,0.0343,560.445,4670,15.484
Kepler-1789 b,0.3543,611.461,5495,14.449
Kepler-178 b,0.085,731.04,5676,
Kepler-178 c,0.142,731.04,5676,
Kepler-178 d,0.397,731.04,5676,
Kepler-1790 b,,1070.17,6108,
Kepler-1791 b,0.0761,602.218,5887,13.563
Kepler-1792 b,0.0488,601.029,4985,15.566
Kepler-1793 b,0.0787,1189.88,5300.76,15.949
Kepler-1794 c,0.0821,561.229,4940,15.497
Kepler-1795 b,0.1002,520.76,4500,16.188
Kepler-1796 b,0.1879,825.883,6103,14.493
Kepler-1797 b,0.1637,1338.49,5709.57,15.421
Kepler-1798 b,0.1082,395.196,3972,16.391
Kepler-1799 b,0.1028,2254.69,5540,15.99
Kepler-179 b,0.036,616.39,5302,
Kepler-179 c,0.064,616.39,5302,
Kepler-17 b,0.02591,800,5781,14
Kepler-1800 b,0.0592,350.455,5211.68,13.194
Kepler-1801 b,0.0915,839.332,5455,15.28
Kepler-1801 c,0.4572,839.332,5455,15.28
Kepler-1802 Bb,0.0653,427.78,4245,15.905
Kepler-1802 Bc,0.1723,427.78,4245,15.905
Kepler-1804 b,0.1017,434.456,4869,14.679
Kepler-1805 b,0.0699,221.639,3796,15.536
Kepler-1806 b,0.0813,978.066,5078,16.173
Kepler-1807 b,0.0988,1299.32,6363.16,14.127
Kepler-1808 b,0.1467,1022.01,5491,15.424
Kepler-1809 b,0.0435,409.602,4922.21,14.271
Kepler-180 b,0.109,709.83,5731,
Kepler-180 c,0.229,709.83,5731,
Kepler-1810 b,0.4137,1009.87,5453.7,15.4
Kepler-1811 b,0.3462,1390.56,5733,15.327
Kepler-1812 b,0.0765,1409.19,6317,15.631
Kepler-1813 Ab,0.0364,809.32,5167,15.682
Kepler-1814 b,0.0371,726.346,4761,15.814
Kepler-1814 c,0.0133,726.346,4761,15.814
Kepler-1815 b,0.0984,1006.63,5730,15.621
Kepler-1816 b,0.3648,437.823,4906,14.734
Kepler-1817 b,0.2348,748.569,5318,15.346
Kepler-1818 b,0.055,1034.59,5908,14.514
Kepler-1819 b,0.1337,1363.19,5670,15.489
Kepler-181 Ab,0.0391,609.283,5153.84,14.85
Kepler-181 Ac,0.0482,609.283,5153.84,14.85
Kepler-1820 b,0.1964,1425.39,5563,15.759
Kepler-1821 b,0.1244,799.699,5524.03,14.795
Kepler-1822 b,0.1416,897.597,5329,15.8
Kepler-1823 b,0.1528,724.971,6198,13.477
Kepler-1824 b,0.4267,1040.1,6319,14.976
Kepler-1825 b,0.0187,430.254,5021.85,14.605
Kepler-1826 b,0.0213,336.952,3890,16.83
Kepler-1827 b,0.0455,686.461,5387,13.228
Kepler-1828 b,0.0924,871.81,5528,14.985
Kepler-1829 b,0.0559,679.921,5055,15.218
Kepler-182 b,0.096,1621.79,6250,
Kepler-182 c,0.157,1621.79,6250,
Kepler-1830 b,0.3259,1056.88,6273.82,13.605
Kepler-1831 b,0.0655,1053.49,5774,15.158
Kepler-1832 b,0.037,486.174,5278.15,14.577
Kepler-1833 b,0.0771,591.602,6100.88,12.645
Kepler-1834 b,0.0496,500.395,4798,15.18
Kepler-1834 c,0.015,500.395,4798,15.18
Kepler-1835 b,0.0997,1404.38,5672,15.615
Kepler-1836 b,0.0602,1472.62,5762,15.558
Kepler-1837 b,0.065,1229.18,5619,15.48
Kepler-1838 b,0.1096,451.242,6031.59,12.013
Kepler-1839 b,0.0583,1136.6,5633,14.935
Kepler-183 b,0.064,1082.6,5888,
Kepler-183 c,0.103,1082.6,5888,
Kepler-1840 b,0.4644,513.107,4679.82,15.192
Kepler-1841 b,0.1606,631.7,5315,14.855
Kepler-1842 b,0.116,923.551,5578,14.746
Kepler-1843 b,0.171,784.625,5281.7,13.086
Kepler-1844 b,0.0478,1804.36,5633,15.995
Kepler-1845 b,0.0885,710.724,4836.97,16.117
Kepler-1846 b,0.1089,374.615,4895.16,14.412
Kepler-1847 b,0.0989,1693.86,5892,16.027
Kepler-1848 b,0.0563,309.696,4772,13.887
Kepler-1849 b,0.2597,631.884,4687,15.997
Kepler-184 b,0.092,621.24,5788,
Kepler-184 c,0.141,621.24,5788,
Kepler-184 d,0.179,621.24,5788,
Kepler-1850 b,0.0206,250.199,4337,14.44
Kepler-1851 b,0.1016,1589.81,5629,15.699
Kepler-1852 b,0.0762,772.481,4941,15.726
Kepler-1853 b,0.2395,562.348,4765,15.229
Kepler-1854 b,0.2119,423.348,5026,14.381
Kepler-1855 Ab,0.0115,123.11,3479,16.556
Kepler-1856 b,0.0215,848.76,4864,15.621
Kepler-1857 b,0.0807,853.275,6147,14.36
Kepler-1858 b,0.3575,833.055,5058.9,15.959
Kepler-1859 b,0.0394,1331.25,5845.23,15.178
Kepler-1859 c,0.0473,1331.25,5845.23,15.178
Kepler-185 Ab,0.0253,466.735,5071,
Kepler-185 Ac,0.1378,466.735,5071,
Kepler-1860 b,0.1021,438.703,5491.41,13.569
Kepler-1861 b,0.2408,829.985,5783.31,13.709
Kepler-1862 b,0.1199,1232.19,5391,15.847
Kepler-1863 b,0.2555,865.546,5828.35,13.64
Kepler-1864 b,0.0488,298.894,5758.53,12.123
Kepler-1865 b,0.0344,922.255,5147,15.468
Kepler-1866 b,0.1047,976.737,5786,14.418
Kepler-1867 b,0.0872,680.583,5603.03,13.549
Kepler-1868 b,0.6266,274.18,4548.13,14.157
Kepler-1869 b,0.0791,113.025,5770,10.276
Kepler-1869 c,0.028,113.025,5770,10.276
Kepler-186 b,0.0343,172,3755,
Kepler-186 c,0.0451,172,3755,
Kepler-186 d,0.0781,172,3755,
Kepler-186 e,0.11,172,3755,
Kepler-186 f,0.432,172,3755,
Kepler-1870 b,0.0453,407.216,5378,13.566
Kepler-1871 b,0.0308,854.623,5318.1,14.82
Kepler-1872 b,0.0465,840.182,4897,15.96
Kepler-1873 b,0.0128,820.957,5154,15.88
Kepler-1874 Ab,0.2633,408,4701,15.31
Kepler-1875 Ab,0.2039,1660.45,6100,15.201
Kepler-1876 b,0.0758,259.9,6104,10.9
Kepler-1877 Ab,0.0351,285.312,5459.59,12.36
Kepler-1878 Ab,0.0521,1494.3,5744,15.58
Kepler-1879 b,0.0953,627.171,5854.91,12.82
Kepler-187 b,0.059,1180.86,6105,
Kepler-187 c,0.099,1180.86,6105,
Kepler-1880 b,0.054,611.041,4483,16.08
Kepler-1881 Ab,0.5368,1057.21,5156,15.898
Kepler-1882 Ab,0.1151,443.371,5579.42,12.516
Kepler-1883 b,0.4438,1377.61,5667,15.64
Kepler-1884 b,0.0845,1443.09,6031,15.43
Kepler-1885 b,0.036,818.482,5280,14.85
Kepler-1886 Ab,0.16,1059.51,5581,15.627
Kepler-1887 b,0.1421,1366.18,5443,15.95
Kepler-1888 Ab,0.0956,402.947,5426.1,12.1
Kepler-1889 b,0.2082,1395.13,6036,15.715
Kepler-188 b,0.032,996.09,6021,
Kepler-188 c,0.066,996.09,6021,
Kepler-1890 b,0.0563,529.596,5981.61,12.916
Kepler-1891 b,0.0473,596.24,5484.37,14.412
Kepler-1892 b,0.0633,851.595,5353,15.592
Kepler-1893 b,0.0497,1050.72,5720,15.15
Kepler-1894 Ab,0.0385,935.191,5467,15.452
Kepler-1894 Ac,0.0576,935.191,5467,15.452
Kepler-1895 b,0.0615,984.187,4903,15.787
Kepler-1896 b,0.2529,1732.91,5932,15.84
Kepler-1897 Ab,0.1556,983.174,4962,16.01
Kepler-1898 b,0.0522,360.921,5575,13.387
Kepler-1899 b,0.0457,711.509,4732.81,16.136
Kepler-189 b,0.088,601.75,5235,
Kepler-189 c,0.137,601.75,5235,
Kepler-18 b,0.0447,438.51,5345,14
Kepler-18 c,0.0752,438.51,5345,14
Kepler-18 d,0.1172,438.51,5345,14
Kepler-1900 b,0.042,1540.43,5853,
Kepler-1901 b,0.0453,1028.37,5662,15.097
Kepler-1902 b,0.0385,344.337,3875,16.11
Kepler-1903 b,0.1321,1775.44,6069,15.456
Kepler-1904 b,0.0436,270.854,3833,16.367
Kepler-1905 b,0.0451,1051.53,5609.94,15.086
Kepler-1906 b,0.0738,1360.63,5723,15.32
Kepler-1907 b,0.0565,292.111,5007,13.989
Kepler-1907 c,0.1076,292.111,5007,13.989
Kepler-1909 Ab,0.0306,763.662,4962.52,15.933
Kepler-190 b,0.03,438.88,5106,
Kepler-190 c,0.045,438.88,5106,
Kepler-1910 b,0.0536,389.48,4234,16.09
Kepler-1911 b,0.0636,269.912,5687,12.245
Kepler-1912 b,0.0646,297.017,5641.52,12.36
Kepler-1913 b,0.1209,876.3,6005,14.81
Kepler-1914 Ab,0.1954,1621.56,5664,15.91
Kepler-1915 Ab,0.114,1514.66,5743,
Kepler-1916 Ab,0.2053,2055.82,5852,15.78
Kepler-1917 Ab,0.103,909.037,5229.22,15.474
Kepler-1918 b,0.2524,1030.11,5376,15.53
Kepler-1919 b,0.2107,1177.53,5257,16.16
Kepler-191 b,0.087,604.75,5282,
Kepler-191 c,0.128,604.75,5282,
Kepler-191 d,,604.75,5282,
Kepler-1920 b,0.2043,885.913,5873.66,14.39
Kepler-1921 b,0.1557,928.989,6156.49,13.1
Kepler-1921 c,0.0454,928.989,6156.49,13.1
Kepler-1922 Ab,0.1077,1344.29,5626.42,
Kepler-1923 Ab,0.2846,355.256004,5500.42,14.45
Kepler-1924 Ab,0.1216,1910.77,5683.3,
Kepler-1925 b,0.2588,1771.31,5731,15.38
Kepler-1926 b,0.2197,667.405,4991,15.8
Kepler-1927 Ab,0.3859,1091,6002.51,13.31
Kepler-1928 b,0.194,326.362,5720,12.68
Kepler-1929 Ab,0.2987,508.201,5686.6,11.79
Kepler-192 b,0.09,664.14,5479,
Kepler-192 c,0.15,664.14,5479,
Kepler-192 d,,664.14,5479,
Kepler-1930 b,0.1025,275.694,4957.62,13.47
Kepler-1931 b,0.2356,620.091,6205.12,12.67
Kepler-1932 Ab,0.014228,713.733,5120,15.28
Kepler-1933 Ab,0.0561,328.007,5742.17,12.81
Kepler-1934 b,0.0245,428.514,5859.78,12.87
Kepler-1935 Ab,0.0463,904.702,5598,14.52
Kepler-1936 b,0.5548,871.096,6397.79,13.39
Kepler-1937 Ab,0.0943,905.069,6169,14.16
Kepler-1938 b,0.0938,421.152,4582,15.246
Kepler-1939 Ab,0.0334,189.833,4525.59,13.62
Kepler-193 b,0.106,1038.87,6335,
Kepler-193 c,0.286,1038.87,6335,
Kepler-1940 b,0.0525,798.595,5264,15.674
Kepler-1941 b,0.2054,1494.39,6283,14.943
Kepler-1942 b,0.0516,842.492,5630,14.91
Kepler-1943 Ab,0.0571,1004.55,5732.29,13.87
Kepler-1944 Ab,0.0918,1076.48,5374,15.58
Kepler-1945 Ab,0.0597,301.85,4991,13.746
Kepler-1946 b,0.0394,1002.12,5249,15.5
Kepler-1947 b,0.0711,468.771,5992.88,12.97
Kepler-1948 Ab,0.1022,193.903,3932,
Kepler-1949 Ab,0.0352,2617.35,5930.28,15.23
Kepler-194 b,0.032,1133.48,6089,
Kepler-194 c,0.131,1133.48,6089,
Kepler-194 d,0.275,1133.48,6089,
Kepler-1950 b,0.0871,697.253,5526.06,14.845
Kepler-1951 b,0.1435,1277.32,5391,14.367
Kepler-1952 Ab,0.1724,787.77,5973,13.89
Kepler-1953 b,0.0607,605.631,4621,15.94
Kepler-1954 b,0.0625,1373.83,5891,15.87
Kepler-1955 b,0.117,449.351,5825.26,12.6
Kepler-1956 b,0.0563,360.468,4191,15.989
Kepler-1957 Ab,0.0299,460.899,4709.51,15.13
Kepler-1958 Ab,0.0856,1320.38,5474,15.48
Kepler-1959 b,0.0617,479.263,4989,14.79
Kepler-195 b,0.077,664.47,5329,
Kepler-195 c,0.197,664.47,5329,
Kepler-1960 b,0.0354,1527.56,5938.54,15.18
Kepler-1961 b,0.0588,1042.45,5171,15.8
Kepler-1962 b,0.0783,866.826,5766,
Kepler-1963 b,0.0298,492.847,5470,14.05
Kepler-1964 b,0.0322,681.92,4803,
Kepler-1965 Ab,0.2301,521.791,5542.49,13.84
Kepler-1966 Ab,0.0763,484.601,4764.58,15.22
Kepler-1967 b,0.0735,249.102,4813,13.52
Kepler-1968 b,0.0696,750.93,4748,16.3
Kepler-1969 Ab,0.0717,1204.54,5591,15.85
Kepler-196 b,0.138,457.26,5128,
Kepler-196 c,0.24,457.26,5128,
Kepler-196 d,0.4484,457.26,5128,
Kepler-1970 b,,,5975.3,
Kepler-1971 b,0.008,170.66,3515,17
Kepler-1972 b,0.0794,287.339,5818,11.2
Kepler-1972 c,0.1025,287.339,5818,11.2
Kepler-1973 Ab,0.0504,252.667,5295,11.88
Kepler-1973 Ac,0.1467,252.667,5295,11.88
Kepler-1974 b,0.0678,,5225,
Kepler-1975 Ab,,273.24,4324,14.21
Kepler-1976 b,0.0565,1314.51,5734,15.44
Kepler-1977 b,0.0486,592.711,4606.75,16.047
Kepler-1978 b,0.0914,865.512,5155,15.49
Kepler-1979 Ab,0.1383,1076.27,5690.05,15.48
Kepler-197 Ab,0.0586,330.575,5963.52,11.77
Kepler-197 Ac,0.0883,330.575,5963.52,11.77
Kepler-197 Ad,0.1164,330.575,5963.52,11.77
Kepler-197 Ae,0.1598,330.575,5963.52,11.77
Kepler-1980 b,0.2049,1709.4,5671,15.9
Kepler-1981 Ab,1.3292,659.395,5883.45,
Kepler-1982 b,0.0511,558.855,6451,12.69
Kepler-1983 b,0.0689,424.428,5022,14.52
Kepler-1984 Ab,0.0238,203.05,3638,16.19
Kepler-1985 Ab,0.0426,1015.27,5370,15.22
Kepler-1986 Ab,0.1307,912.085,5293.51,
Kepler-1987 b,0.0318,595.683,4711,15.47
Kepler-1987 c,0.0427,595.683,4711,15.47
Kepler-1987 d,0.0571,595.683,4711,15.47
Kepler-1987 e,0.0765,595.683,4711,15.47
Kepler-1988 Ab,0.1038,513.426,5801.01,12.22
Kepler-1989 Ab,0.0918,1252.13,5953,14.29
Kepler-198 b,0.131,502.52,5574,
Kepler-198 c,0.259,502.52,5574,
Kepler-198 d,,502.52,5574,
Kepler-1990 Ab,0.0286,392.739,5940,11.95
Kepler-1990 Ac,0.0504,392.739,5940,11.95
Kepler-1991 b,0.1065,855.82,5477,15.048
Kepler-1991 c,0.1528,855.82,5477,15.048
Kepler-1992 b,0.1169,532.955,5373.47,13.79
Kepler-1993 b,0.1943,1031.91,4939.47,13.45
Kepler-1994 b,0.053,241.991,5337.39,12.01
Kepler-1995 b,0.3259,595.331,4693,15.51
Kepler-1996 b,0.1726,440.561,4519,15.11
Kepler-1996 c,0.3608,440.561,4519,15.11
Kepler-1997 Ab,0.1815,1502.34,6031,15.45
Kepler-1998 b,0.0405,340.965,5581.44,12.74
Kepler-1999 b,0.0713,701.255,4376,16.43
Kepler-199 b,0.158,528.99,5644,
Kepler-199 c,0.316,528.99,5644,
Kepler-19 b,0.085,219.95,5544,12
Kepler-19 c,,219.95,5544,12
Kepler-19 d,,219.95,5544,12
Kepler-2000 b,0.0562,320.588,3886,15.64
Kepler-2000 c,0.1228,320.588,3886,15.64
Kepler-2001 b,0.0197,776.55,4838,15.98
Kepler-2001 c,0.1084,776.55,4838,15.98
Kepler-2002 b,0.1357,1369.87,5900,14.99
Kepler-200 b,0.08,678.93,5678,
Kepler-200 c,0.09,678.93,5678,
Kepler-201 b,0.175,648.18,6065,
Kepler-201 c,0.573,648.18,6065,
Kepler-202 b,0.045,287.48,4668,
Kepler-202 c,0.113,287.48,4668,
Kepler-203 b,0.043,717.73,5821,
Kepler-203 c,0.061,717.73,5821,
Kepler-203 d,0.1,717.73,5821,
Kepler-204 b,0.117,700.59,5812,
Kepler-204 c,0.173,700.59,5812,
Kepler-205 b,0.032,160.46,4321,
Kepler-205 c,0.122,160.46,4321,
Kepler-206 b,0.078,604.81,5764,
Kepler-206 c,0.111,604.81,5764,
Kepler-206 d,0.163,604.81,5764,
Kepler-207 b,0.029,898.2,5920,
Kepler-207 c,0.044,898.2,5920,
Kepler-207 d,0.068,898.2,5920,
Kepler-208 b,0.054,793.01,6092,
Kepler-208 c,0.079,793.01,6092,
Kepler-208 d,0.103,793.01,6092,
Kepler-208 e,0.132,793.01,6092,
Kepler-209 b,0.122,586.68,5513,
Kepler-209 c,0.231,586.68,5513,
Kepler-20 Ab,0.045862,282.563,5495,12.5
Kepler-20 Ac,0.094,282.563,5495,12.5
Kepler-20 Ad,0.349,282.563,5495,12.5
Kepler-20 Ae,0.064,282.563,5495,12.5
Kepler-20 Af,0.13936,282.563,5495,12.5
Kepler-20 Ag,0.2055,282.563,5495,12.5
Kepler-210 b,0.032,234.33,4559,14.4
Kepler-210 c,0.07,234.33,4559,14.4
Kepler-211 b,0.048,312.14,5123,
Kepler-211 c,0.062,312.14,5123,
Kepler-212 b,0.133,701.04,5852,
Kepler-212 c,0.207,701.04,5852,
Kepler-213 b,0.036,646.74,5696,
Kepler-213 c,0.057,646.74,5696,
Kepler-214 b,0.13,1252.07,6169,
Kepler-214 c,0.194,1252.07,6169,
Kepler-215 b,0.084,492.9,5739,
Kepler-215 c,0.113,492.9,5739,
Kepler-215 d,0.185,492.9,5739,
Kepler-215 e,0.314,492.9,5739,
Kepler-216 b,0.079,1229.44,6091,
Kepler-216 c,0.136,1229.44,6091,
Kepler-217 b,0.065,1140.95,6171,
Kepler-217 c,0.089,1140.95,6171,
Kepler-217 d,,1140.95,6171,
Kepler-218 b,0.046,669.02,5502,
Kepler-218 c,0.248,669.02,5502,
Kepler-218 d,,669.02,5502,
Kepler-219 b,0.057,805.3,5786,
Kepler-219 c,0.165,805.3,5786,
Kepler-219 d,0.272,805.3,5786,
Kepler-21 Ab,0.0434281,108.522,6305,8.27
Kepler-220 b,0.046,171.96,4632,
Kepler-220 c,0.076,171.96,4632,
Kepler-220 d,0.163,171.96,4632,
Kepler-220 e,0.226,171.96,4632,
Kepler-221 b,0.037,389.55,5243,
Kepler-221 c,0.059,389.55,5243,
Kepler-221 d,0.087,389.55,5243,
Kepler-221 e,0.13,389.55,5243,
Kepler-222 b,0.048,775.61,5433,
Kepler-222 c,0.091,775.61,5433,
Kepler-222 d,0.18,775.61,5433,
Kepler-223 b,0.073,1960.49,5829,
Kepler-223 c,0.088,1960.49,5829,
Kepler-223 d,0.116,1960.49,5829,
Kepler-223 e,0.14,1960.49,5829,
Kepler-224 b,0.038,799.75,5018,
Kepler-224 c,0.058,799.75,5018,
Kepler-224 d,0.089,799.75,5018,
Kepler-224 e,0.124,799.75,5018,
Kepler-225 b,0.056,569.99,3682,
Kepler-225 c,0.111,569.99,3682,
Kepler-226 b,0.047,1008.14,5571,
Kepler-226 c,0.058,1008.14,5571,
Kepler-226 d,0.076,1008.14,5571,
Kepler-227 b,0.09,1117.5,5854,
Kepler-227 c,0.29,1117.5,5854,
Kepler-228 b,0.038,1724.6,6043,
Kepler-228 c,0.052,1724.6,6043,
Kepler-228 d,0.101,1724.6,6043,
Kepler-229 b,0.062,845.88,5120,
Kepler-229 c,0.117,845.88,5120,
Kepler-229 d,0.22,845.88,5120,
Kepler-22 b,0.812,194.642,5596,12
Kepler-230 b,0.191,756.73,5588,
Kepler-230 c,0.38,756.73,5588,
Kepler-231 b,0.074,319.49,3767,
Kepler-231 c,0.114,319.49,3767,
Kepler-232 b,0.054,1402.96,5847,
Kepler-232 c,0.101,1402.96,5847,
Kepler-233 b,0.077,877.73,5360,
Kepler-233 c,0.287,877.73,5360,
Kepler-234 b,0.04,1821.01,6224,
Kepler-234 c,0.077,1821.01,6224,
Kepler-235 b,0.037,433.24,4255,
Kepler-235 c,0.065,433.24,4255,
Kepler-235 d,0.122,433.24,4255,
Kepler-235 e,0.213,433.24,4255,
Kepler-236 b,0.065,291.17,3750,
Kepler-236 c,0.132,291.17,3750,
Kepler-237 b,0.05,670.41,4861,
Kepler-237 c,0.071,670.41,4861,
Kepler-238 b,0.034,1897.73,5751,
Kepler-238 c,0.069,1897.73,5751,
Kepler-238 d,0.115,1897.73,5751,
Kepler-238 e,,1897.73,5751,
Kepler-238 f,,1897.73,5751,
Kepler-239 b,0.095,660.07,4914,
Kepler-239 c,0.268,660.07,4914,
Kepler-23 b,0.075,856.34,5828,14
Kepler-23 c,0.099,856.34,5828,14
Kepler-23 d,0.124,856.34,5828,14
Kepler-240 b,0.048,762.74,4985,
Kepler-240 c,0.074,762.74,4985,
Kepler-241 b,0.094,609.86,4699,
Kepler-241 c,0.189,609.86,4699,
Kepler-242 b,0.075,610.6,5020,
Kepler-242 c,0.109,610.6,5020,
Kepler-243 b,0.062,707.94,5228,
Kepler-243 c,0.142,707.94,5228,
Kepler-244 b,0.05,1067.62,5554,
Kepler-244 c,0.087,1067.62,5554,
Kepler-244 d,0.14,1067.62,5554,
Kepler-245 b,0.071,882.65,5100,
Kepler-245 c,0.124,882.65,5100,
Kepler-245 d,0.202,882.65,5100,
Kepler-245 e,,882.65,5100,
Kepler-246 b,0.052,637.44,5206,
Kepler-246 c,0.095,637.44,5206,
Kepler-247 b,0.042,676.38,5100,
Kepler-247 c,0.084,676.38,5100,
Kepler-247 d,0.14,676.38,5100,
Kepler-248 b,0.066,754.65,5190,
Kepler-248 c,0.123,754.65,5190,
Kepler-249 b,0.035,191.44,3568,
Kepler-249 c,0.058,191.44,3568,
Kepler-249 d,0.097,191.44,3568,
Kepler-24 b,0.08,1195.99,5897,15.5
Kepler-24 c,0.106,1195.99,5897,15.5
Kepler-24 d,0.051,1195.99,5897,15.5
Kepler-24 e,0.138,1195.99,5897,15.5
Kepler-250 b,0.048,777.31,5160,
Kepler-250 c,0.069,777.31,5160,
Kepler-250 d,0.127,777.31,5160,
Kepler-251 b,0.053,948.98,5526,
Kepler-251 c,0.122,948.98,5526,
Kepler-251 d,0.182,948.98,5526,
Kepler-251 e,0.404,948.98,5526,
Kepler-252 b,0.058,383.59,4208,
Kepler-252 c,0.08,383.59,4208,
Kepler-253 b,0.046,858.93,5208,
Kepler-253 c,0.089,858.93,5208,
Kepler-253 d,0.13,858.93,5208,
Kepler-254 b,0.064,1446.45,5957,
Kepler-254 c,0.105,1446.45,5957,
Kepler-254 d,0.139,1446.45,5957,
Kepler-255 b,0.063,1084.5,5573,
Kepler-255 c,0.092,1084.5,5573,
Kepler-255 d,,1084.5,5573,
Kepler-256 b,0.027,1057.36,5551,
Kepler-256 c,0.045,1057.36,5551,
Kepler-256 d,0.064,1057.36,5551,
Kepler-256 e,0.096,1057.36,5551,
Kepler-257 b,0.034,797.75,5180,
Kepler-257 c,0.066,797.75,5180,
Kepler-257 d,0.16,797.75,5180,
Kepler-258 b,0.103,585.6,4942,
Kepler-258 c,0.193,585.6,4942,
Kepler-259 b,0.079,1031.58,5938,
Kepler-259 c,0.217,1031.58,5938,
Kepler-25 Ab,0.06944,244.96,6212,11
Kepler-25 Ac,0.1116,244.96,6212,11
Kepler-25 Ad,0.4164,244.96,6212,11
Kepler-260 b,0.075,638.85,5250,
Kepler-260 c,0.332,638.85,5250,
Kepler-261 b,0.088,320.43,5098,
Kepler-261 c,0.156,320.43,5098,
Kepler-262 b,0.108,624.08,5841,
Kepler-262 c,0.152,624.08,5841,
Kepler-263 b,0.12,771.09,5265,
Kepler-263 c,0.242,771.09,5265,
Kepler-264 b,0.249,968.15,6158,
Kepler-264 c,0.566,968.15,6158,
Kepler-265 b,0.069,1328.21,5835,
Kepler-265 c,0.127,1328.21,5835,
Kepler-265 d,0.236,1328.21,5835,
Kepler-265 e,0.319,1328.21,5835,
Kepler-266 b,0.071,1425.27,5885,
Kepler-266 c,0.457,1425.27,5885,
Kepler-267 b,0.037,267,4258,
Kepler-267 c,0.06,267,4258,
Kepler-267 d,0.154,267,4258,
Kepler-268 b,0.18,873.21,6081,
Kepler-268 c,0.391,873.21,6081,
Kepler-269 b,0.061,2418.83,5847,
Kepler-269 c,0.081,2418.83,5847,
Kepler-26 b,0.085,338.55,3914,16
Kepler-26 c,0.107,338.55,3914,16
Kepler-26 d,0.039,338.55,3914,16
Kepler-26 e,0.22,338.55,3914,16
Kepler-270 b,0.107,975.46,6067,
Kepler-270 c,0.18,975.46,6067,
Kepler-271 Ab,0.0881,404.542,5645.65,13.58
Kepler-271 Ac,0.071,404.542,5645.65,13.58
Kepler-271 Ad,0.0554,404.542,5645.65,13.58
Kepler-272 b,0.038,912.85,5297,
Kepler-272 c,0.061,912.85,5297,
Kepler-272 d,0.091,912.85,5297,
Kepler-273 b,0.037,728.85,5626,
Kepler-273 c,0.073,728.85,5626,
Kepler-274 b,0.101,1385.51,6023,
Kepler-274 c,0.204,1385.51,6023,
Kepler-275 b,0.098,2155.2,6165,
Kepler-275 c,0.132,2155.2,6165,
Kepler-275 d,0.224,2155.2,6165,
Kepler-276 b,0.119,1181.73,6105,
Kepler-276 c,,1181.73,6105,
Kepler-276 d,,1181.73,6105,
Kepler-277 b,,1004.88,5946,13.4
Kepler-277 c,,1004.88,5946,13.4
Kepler-278 b,0.207,448.65,4991,
Kepler-278 c,0.294,448.65,4991,
Kepler-279 b,0.112,1069.2,6363,13.7
Kepler-279 c,0.232,1069.2,6363,13.7
Kepler-279 d,0.30728,1069.2,6363,13.7
Kepler-27 b,0.118,1075.1,5400,
Kepler-27 c,0.191,1075.1,5400,
Kepler-27 d,,1075.1,5400,
Kepler-280 b,0.032,798.21,5744,
Kepler-280 c,0.056,798.21,5744,
Kepler-281 b,0.117,1835,5723,
Kepler-281 c,0.215,1835,5723,
Kepler-281 d,0.5456,1835,5723,
Kepler-282 b,0.082,1390.97,5602,15.2
Kepler-282 c,0.106,1390.97,5602,15.2
Kepler-282 d,,1390.97,5602,15.2
Kepler-282 e,,1390.97,5602,15.2
Kepler-283 b,0.082,474.33,4351,
Kepler-283 c,0.341,474.33,4351,
Kepler-284 b,0.104,1062.79,5615,
Kepler-284 c,0.213,1062.79,5615,
Kepler-285 b,0.036,844.17,5411,
Kepler-285 c,0.064,844.17,5411,
Kepler-286 b,0.027,1266.68,5580,
Kepler-286 c,0.042,1266.68,5580,
Kepler-286 d,0.061,1266.68,5580,
Kepler-286 e,0.176,1266.68,5580,
Kepler-287 b,0.145,856.33,5806,
Kepler-287 c,0.246,856.33,5806,
Kepler-288 b,0.065,1236.21,5918,
Kepler-288 c,0.14,1236.21,5918,
Kepler-288 d,0.287,1236.21,5918,
Kepler-289 b,0.21,700,5990,12.9
Kepler-289 c,0.51,700,5990,12.9
Kepler-289 d,0.33,700,5990,12.9
Kepler-28 b,0.062,443.92,4590,15.5
Kepler-28 c,0.081,443.92,4590,15.5
Kepler-290 b,0.11,708.55,5147,
Kepler-290 c,0.205,708.55,5147,
Kepler-291 b,0.047,1884.37,6002,
Kepler-291 c,0.065,1884.37,6002,
